phase,step,conditions_passed,conditions_total,success,condition_1_margin_cm,condition_2_margin_cm,condition_3_margin_cm,condition_4_margin_cm,condition_5_margin_cm
policy,58,2,5,False,-17.61961855524809,-37.04727038328926,-19.415697520627287,10.465149581507143,4.644618338956201
policy,59,2,5,False,-17.616765385324058,-37.05555672794139,-19.4293944152072,10.478176134605471,4.646352845263591
policy,60,2,5,False,-17.615041291228202,-37.06418111069294,-19.443447449056162,10.490296769261166,4.65009732927787
policy,61,2,5,False,-17.613938803881855,-37.07095955033111,-19.448456061229226,10.500161313393304,4.673637138224855
policy,62,2,5,False,-17.616099005349973,-37.07748448107212,-19.457953423164987,10.510951183113965,4.695017970233536
policy,63,2,5,False,-17.61692377343475,-37.07795989874177,-19.464236962174198,10.524907965790296,4.708511842113879
policy,64,2,5,False,-17.622986583891603,-37.08140350141039,-19.47318049201969,10.539204682951366,4.704435302483942
policy,65,2,5,False,-17.62721423819803,-37.08261914510682,-19.475488922509548,10.55017000108297,4.70302202893725
policy,66,2,5,False,-17.628764785699047,-37.08638274880265,-19.490380312448387,10.559397071985257,4.700021713719446
policy,67,2,5,False,-17.627331846728413,-37.0911497851032,-19.514766073145708,10.572269781972592,4.685747866046009
policy,68,2,5,False,-17.626270867363022,-37.09663318548604,-19.547639092017388,10.587280745298523,4.654701305477706
policy,69,2,5,False,-17.63301382439251,-37.08628594811465,-19.564459698952092,10.603005975529607,4.618086712431175
policy,70,2,5,False,-17.63953813303168,-37.07285026837765,-19.575505869044136,10.612678885773311,4.5990965166212305
policy,71,2,5,False,-17.64178612286061,-37.02695735725938,-19.592321885492833,10.622798693684603,4.582520662450625
policy,72,2,5,False,-17.648808170438112,-36.94403577709612,-19.622861665544942,10.632632124779333,4.548799923958686
policy,73,2,5,False,-17.65118684710255,-36.76050054282794,-19.645563689630485,10.643217038321604,4.529306241273103
policy,74,2,5,False,-17.65234915286251,-36.41235365238914,-19.689025745470733,10.65154054764358,4.50511540330284
policy,75,2,5,False,-17.65816823551625,-36.086616079033604,-19.71247239921816,10.66255214952024,4.479953947098261
policy,76,2,5,False,-17.66602816037873,-35.974939178656555,-19.73566704745773,10.67203234874462,4.447116348513296
policy,77,2,5,False,-17.66968254065914,-35.94666488819698,-19.73650321111244,10.679663844116002,4.418383017145988
policy,78,2,5,False,-17.67165552888828,-35.813391896963,-19.684922187922563,10.682592563437614,4.4252503214274075
policy,79,2,5,False,-17.671927216397,-35.66026294537534,-19.69071085479299,10.68821909884666,4.396936777032668
policy,80,2,5,False,-17.667960593121382,-35.46282568919048,-19.725071825289938,10.693083242074666,4.318189553221853
policy,81,2,5,False,-17.671169286751525,-35.26003238417542,-19.76467255755047,10.694297026872407,4.22329740377123
policy,82,2,5,False,-17.67349704610244,-35.10038615841874,-19.777756234228058,10.69121080142049,4.1313136733715385
policy,83,2,5,False,-17.678070298341876,-34.970561041829924,-19.793771599622488,10.69765842621811,4.0225096707477785
policy,84,2,5,False,-17.677143730627478,-34.884404248621266,-19.744759132338142,10.699642339753671,3.99634628049594
policy,85,2,5,False,-17.681547994341344,-34.782071278150624,-19.700913224494155,10.702974567833438,4.070404290294038
policy,86,2,5,False,-17.685124165162232,-34.714537599577994,-19.715710849752416,10.70429652837653,4.18541592490787
policy,87,2,5,False,-17.686013615234035,-34.73009683960123,-19.768996037149254,10.707929722059417,4.308113292177335
policy,88,2,5,False,-17.684878727387247,-34.78148609123545,-19.794161184778684,10.712211865698274,4.437591798346862
policy,89,2,5,False,-17.687063011027316,-34.84201036555915,-19.79724451346333,10.720296751432214,4.411128070152969
policy,90,2,5,False,-17.68760027740538,-34.908266650002915,-19.809312361273612,10.723056555468533,4.339778978904926
policy,91,2,5,False,-17.678052602955066,-34.964891470628245,-19.82074185382569,10.726436784643743,4.253480279620618
policy,92,2,5,False,-17.679536024779058,-35.01298470550401,-19.74696132081911,10.72452853726715,4.15144970442517
policy,93,2,5,False,-17.68051778980145,-34.99821017584965,-19.6483398767218,10.726540335184504,4.061157695262343
policy,94,2,5,False,-17.681535229884076,-34.84570187457565,-19.42459068702283,10.73311590931832,4.007678241878203
policy,95,2,5,False,-17.679555869106853,-34.52555305624031,-19.015765383258238,10.742867334070821,3.9790189572414114
policy,96,2,5,False,-17.672866276960523,-34.113000750942604,-18.312082327070176,10.752700094899476,3.9732092657524873
policy,97,2,5,False,-17.65319919102142,-33.66977401890577,-17.399364422375836,10.764748747883479,3.9995655531423946
policy,98,2,5,False,-17.597087646121974,-33.13726967117071,-16.474100328426392,10.778755126369626,3.9636664475330363
policy,99,2,5,False,-17.45123125039706,-32.713076301120566,-15.669989462203585,10.789537196367247,3.790548788201191
policy,100,2,5,False,-17.17886510861352,-32.258844375206934,-14.91044630786843,10.797424222493992,3.6033988162689727
policy,101,2,5,False,-16.798001343902698,-31.81112398038373,-14.1147211961542,10.812030717273723,3.476020098733432
policy,102,2,5,False,-16.272079248169597,-31.4498629582144,-13.464891984354644,10.830632336359608,3.1995863451255264
policy,103,2,5,False,-15.63371855994939,-30.99691274684785,-12.791917034712448,10.846179963877598,2.771240714220543
policy,104,2,5,False,-15.06938278200128,-30.853726090714023,-12.121532171914932,10.860961807953304,2.4108122645629866
policy,105,2,5,False,-14.597401648971243,-30.83562908450035,-11.653875924653914,10.875466134778426,1.9125727365933383
policy,106,2,5,False,-14.126693607950756,-30.794403246795124,-11.32788840680755,10.892457067900546,1.4381490731725322
policy,107,2,5,False,-13.733576046873985,-30.812012190987783,-11.101814709701571,10.920117647438294,1.049112906286572
policy,108,2,5,False,-13.393457431896785,-30.85443865143792,-10.765044036694754,10.947569474926352,0.8912571597765417
policy,109,2,5,False,-13.08747418741967,-30.911287999655908,-10.416664265797941,10.975170719882469,0.8913701436954202
policy,110,2,5,False,-12.734088452196357,-30.935431662604596,-9.95969866505757,11.000008880092276,0.9773180073516983
policy,111,2,5,False,-12.407096820687801,-30.95133069189811,-9.453993275597195,11.02702389331011,1.0998444812458388
policy,112,2,5,False,-12.047206693352024,-30.960279204799452,-8.86453278346903,11.059641306283199,1.3935369796350194
policy,113,2,5,False,-11.626391882576712,-30.971741362560987,-8.239241276425904,11.095820853502092,1.8756203049174296
policy,114,2,5,False,-11.16511734526333,-30.984781354798333,-7.808621924009352,11.131488210552474,2.284345012246293
policy,115,2,5,False,-10.688335872690768,-31.0029060024457,-7.490545219614829,11.175623746932915,2.6018960457959235
policy,116,2,5,False,-10.226194301059198,-31.041724785558554,-7.289688700074076,11.237204924732827,2.6503209728104284
policy,117,2,5,False,-9.856123672636986,-31.104986310563728,-7.097528875578466,11.305903359367347,2.4994858579860413
policy,118,2,5,False,-9.598765460181934,-31.18265553866522,-6.877688185574832,11.391513167482357,2.351398966681577
policy,119,2,5,False,-9.407655645044525,-31.278715938482737,-6.820444737062059,11.474928284804031,2.1356438532645043
policy,120,2,5,False,-9.276818101330615,-31.386895560470823,-6.757320424232149,11.533933993653095,1.8139655994782338
terminal_settle,121,2,5,False,-9.328926057263939,-31.50149312297307,-6.911516333291602,11.58858478228508,1.272618567829035
terminal_settle,122,2,5,False,-9.438449045438116,-31.5746150412258,-7.010905284632833,11.643349273471687,0.6652827293603316
terminal_settle,123,2,5,False,-9.535873316503363,-31.592511304730653,-6.96716541931288,11.683781762947488,0.23028157661200765
terminal_settle,124,1,5,False,-9.648315122401765,-31.550966611429597,-6.804471605744761,11.713583052443328,-0.0779075524683126
terminal_settle,125,1,5,False,-9.743238384022856,-31.548751167186392,-6.640755522353342,11.73390638171841,-0.20085416498023356
terminal_settle,126,1,5,False,-9.810759157308507,-31.57973030772693,-6.595750313595979,11.744168699693828,-0.22441440881541297
terminal_settle,127,1,5,False,-9.852535726472734,-31.604577706890186,-6.552773044506007,11.749811657407077,-0.05394207292672348
terminal_settle,128,2,5,False,-9.899225047933875,-31.622632582596577,-6.308659404370032,11.757898050473669,0.2401698475485734
terminal_settle,129,2,5,False,-9.933385141676009,-31.64888200455258,-5.909409136524379,11.771254760021352,0.5350327899672571
terminal_settle,130,2,5,False,-9.962638689331772,-31.67628204571751,-5.465608004340878,11.793217005251192,0.7892849829824566
terminal_settle,131,2,5,False,-9.998905408246216,-31.692033516312396,-5.100487692027573,11.810058031575958,0.9745496774260811
terminal_settle,132,2,5,False,-10.0386733089898,-31.69746270575885,-4.79120159101999,11.818350515897796,1.079620837833236
terminal_settle,133,2,5,False,-10.06039693955217,-31.7040386515629,-4.4149987153794354,11.821087467245837,1.2585891160529368
terminal_settle,134,2,5,False,-10.050986114808541,-31.708452431160733,-4.064575297419371,11.823900851454594,1.4974099750708092
terminal_settle,135,2,5,False,-10.025353792694542,-31.713355961410972,-3.911255269019521,11.834180811999639,1.588176357693472
terminal_settle,136,2,5,False,-9.985672093078335,-31.718660247169385,-3.7401066797530023,11.842949926597209,1.7544113121018121
terminal_settle,137,2,5,False,-9.951307201945966,-31.727591591700932,-3.569949123891422,11.853764026676073,1.9087890602334472
terminal_settle,138,2,5,False,-9.921520741467088,-31.732637456927133,-3.4256169148816555,11.862467236308339,2.0209602513105978
terminal_settle,139,2,5,False,-9.894592320457598,-31.73879534173378,-3.328720223754046,11.86751159177418,2.0151555277581856
terminal_settle,140,2,5,False,-9.855297121232638,-31.738666508200378,-3.303605624706276,11.87754866655366,1.9221091370113523
terminal_settle,141,2,5,False,-9.844641873442264,-31.743672792673667,-3.342655399367527,11.88346966129613,1.7261136821234029
terminal_settle,142,2,5,False,-9.880374840030989,-31.74440970377864,-3.368665640739569,11.891306725354697,1.5861670705646276
terminal_settle,143,2,5,False,-9.911221324029725,-31.75268805815369,-3.3104213571706884,11.894632519792728,1.5382253465063886
terminal_settle,144,2,5,False,-9.935465046702369,-31.756738039872477,-3.240209926097248,11.898146225717129,1.5437137016549158
terminal_settle,145,2,5,False,-9.951067318972648,-31.76345520029957,-3.1821222939333493,11.901464443071605,1.563670639061721
terminal_settle,146,2,5,False,-9.966815286695489,-31.767384178668873,-3.0977937669091515,11.90054460122016,1.6144601872435391
terminal_settle,147,2,5,False,-9.975873087642697,-31.77429740563375,-3.042802241911306,11.905600745540648,1.6366490894513586
terminal_settle,148,2,5,False,-9.981177560214476,-31.776705809523346,-3.022766775010953,11.908308292205847,1.6393929605722288
terminal_settle,149,2,5,False,-9.976228887677483,-31.782669742612644,-2.971592861506477,11.914961080809887,1.6849105384998992
terminal_settle,150,2,5,False,-9.966650103888284,-31.786516883864632,-2.8870956959062974,11.921971532733176,1.7658790886599327
terminal_settle,151,2,5,False,-9.957680106475792,-31.791913584493532,-2.769070307500777,11.9295407131295,1.8889518507968326
terminal_settle,152,2,5,False,-9.943695626204036,-31.795057933804,-2.671918632879671,11.94187618667719,1.993424820907597
terminal_settle,153,2,5,False,-9.924139142239643,-31.799370571501616,-2.5919140002531558,11.955772760386965,2.0780241992433517
terminal_settle,154,2,5,False,-9.904151088531705,-31.805668718250242,-2.5353774985572164,11.964597969831255,2.1460877467444437
terminal_settle,155,2,5,False,-9.881903325983593,-31.8088830736901,-2.4857775996809375,11.972627575619198,2.1989216485266976
terminal_settle,156,2,5,False,-9.872142368900839,-31.81325684712075,-2.4447396036507216,11.985432415966438,2.256895617963373
terminal_settle,157,2,5,False,-9.872448467625308,-31.81721637754156,-2.3685071346584907,11.996654140139102,2.3123255044969024
terminal_settle,158,2,5,False,-9.869544820690784,-31.82331355499723,-2.292574038338489,12.003378643330558,2.3451753448026853
terminal_settle,159,2,5,False,-9.867522051501805,-31.82950817127408,-2.2202692468753744,12.012226550681477,2.3624558279697627
terminal_settle,160,2,5,False,-9.863807980375828,-31.832340644646347,-2.186053786347933,12.015933843970542,2.353524506643833
terminal_settle,161,2,5,False,-9.86569279189822,-31.836350862062115,-2.1964927344309926,12.026483044612123,2.3341747285274046
terminal_settle,162,2,5,False,-9.866226985346291,-31.83932091932903,-2.2069782893110252,12.03552123131413,2.3241088954746303
terminal_settle,163,2,5,False,-9.876668102744336,-31.842302635483524,-2.2200659432079126,12.040338334520287,2.3029717286521425
terminal_settle,164,2,5,False,-9.893782086846215,-31.844180754648587,-2.189511418377582,12.048932629147872,2.3035268673980784
terminal_settle,165,2,5,False,-9.903919145685077,-31.847053219548652,-2.1903299736782786,12.060662851663848,2.2960434643957672
terminal_settle,166,2,5,False,-9.916356162886196,-31.851305156783706,-2.185152383844577,12.06364392923068,2.2965063033900712
terminal_settle,167,2,5,False,-9.932831413245815,-31.853091657970143,-2.161187450913924,12.068240894765887,2.2971146904025144
terminal_settle,168,2,5,False,-9.942308182129192,-31.856280384655786,-2.1536909142069556,12.073582838440055,2.299265155737803
terminal_settle,169,2,5,False,-9.94691268354342,-31.859009175707232,-2.1417387940425803,12.077876976770456,2.3155353631468607
terminal_settle,170,2,5,False,-9.954963137791818,-31.86056363708457,-2.1351774128365024,12.078637633418749,2.330709772596972
terminal_settle,171,2,5,False,-9.966745981781738,-31.86380723652815,-2.116436410521403,12.084015259117601,2.354705655299888
terminal_settle,172,2,5,False,-9.969846324805843,-31.862202065864142,-2.0970998897543955,12.092526144538654,2.3867007040521244
terminal_settle,173,2,5,False,-9.97076946656572,-31.86665142153019,-2.063392958027367,12.099150472406544,2.4185246482686775
terminal_settle,174,2,5,False,-9.963891057025457,-31.867450306083416,-2.0326056002579156,12.103718748072447,2.4613648111090782
terminal_settle,175,2,5,False,-9.963727934095424,-31.870997776828293,-1.9856640707172035,12.102905651960002,2.502329213014395
terminal_settle,176,2,5,False,-9.970015917869873,-31.873037191480055,-1.9344288230021816,12.107852915502965,2.5413254205791933
terminal_settle,177,2,5,False,-9.970439897080272,-31.875389639654816,-1.9090531396162254,12.11989927857343,2.5743986498411164
terminal_settle,178,2,5,False,-9.972456473460987,-31.877097690486462,-1.8970236522886337,12.13205632161217,2.5939192580600814
terminal_settle,179,2,5,False,-9.988869498455678,-31.877049980863827,-1.8698313970486575,12.136286914412485,2.6124730170271153
terminal_settle,180,2,5,False,-9.99314715818808,-31.878423118024752,-1.8544239673968308,12.140294127418569,2.6074889922115503
