phase,step,conditions_passed,conditions_total,success,condition_1_margin_cm,condition_2_margin_cm,condition_3_margin_cm,condition_4_margin_cm
policy,102,2,4,False,-6.916244066519274,3.067530740443898,6.2183524060860105,-27.51590840590657
policy,103,2,4,False,-5.240674958799312,3.384882357451529,6.16106088594986,-27.4438523006899
policy,104,2,4,False,-3.7383951986580986,3.4035432154287406,6.0726659866047665,-27.3406139827752
policy,105,2,4,False,-2.8077497360413783,3.437385093863506,5.993205302057573,-27.239868200711324
policy,106,2,4,False,-2.4986772510477753,3.5334708441377227,5.936942322435302,-27.153335588427904
policy,107,2,4,False,-2.4249885252916172,3.598480758805893,5.881239140205357,-27.086095594851468
policy,108,2,4,False,-2.438232162898391,3.682633567447569,5.8263402141177405,-27.03051102465474
policy,109,2,4,False,-2.43383029086111,3.7097916069125585,5.853315312430924,-26.978512952084987
policy,110,2,4,False,-2.393554908154849,3.6540366662260215,5.880665987906026,-26.94107497894959
policy,111,2,4,False,-2.318187663008235,3.266592698339016,5.8730126153504525,-26.908492501237145
policy,112,2,4,False,-2.306657937850563,2.848819073878019,5.812580526835623,-26.886563248744263
policy,113,2,4,False,-2.397662634884414,2.3806171600182218,5.797017743332416,-26.869079168284944
policy,114,2,4,False,-2.5285103671643405,2.046841063312339,5.78077631373114,-26.862564161494877
policy,115,2,4,False,-2.680469928397228,1.8346770094649258,5.741525941470867,-26.866272751503043
policy,116,2,4,False,-2.82796008273864,1.5977367474663389,5.675776081214623,-26.866800168747734
policy,117,2,4,False,-2.8857090610430554,1.1935129121804966,5.664691110028803,-26.866037934954573
policy,118,2,4,False,-2.9030374606671447,0.743825049310157,5.646847146516668,-26.86226644700125
policy,119,2,4,False,-2.952262894900155,0.839480710594076,5.633129914369524,-26.86270382501026
policy,120,2,4,False,-3.010973272747785,0.8979726102674199,5.62791105048842,-26.862203616521693
terminal_settle,121,2,4,False,-3.0910294995171395,0.913949737031345,5.635379188337415,-26.86516257237749
terminal_settle,122,2,4,False,-3.1547235045669773,0.9472052466508352,5.636279512917822,-26.866239026721562
terminal_settle,123,2,4,False,-3.1890962386201576,0.9437299562890438,5.638878979865845,-26.86900935358121
terminal_settle,124,2,4,False,-3.203078641381934,0.9330463212447793,5.635855481121835,-26.872972927864847
terminal_settle,125,2,4,False,-3.229490466180943,0.9385651983829959,5.635945603204709,-26.87886582352557
terminal_settle,126,2,4,False,-3.254751533878178,0.9522516948824222,5.629989850590944,-26.88211606504238
terminal_settle,127,2,4,False,-3.278640477633143,0.9684152442516023,5.632059465568863,-26.88606764188572
terminal_settle,128,2,4,False,-3.2849585974508244,0.978611227602066,5.632251716143623,-26.888987671010117
terminal_settle,129,2,4,False,-3.2951475738756297,0.9924532689582275,5.631577931351439,-26.889563209316055
terminal_settle,130,2,4,False,-3.3154156096301453,0.9981823269797463,5.63130534345837,-26.892527774792935
terminal_settle,131,2,4,False,-3.333043902975076,0.9999642259530486,5.6336884860209775,-26.897176235493742
terminal_settle,132,2,4,False,-3.330396038529326,1.0045041731363487,5.635390255401083,-26.90101557279583
terminal_settle,133,2,4,False,-3.327632698744294,1.008258247786534,5.637460545623094,-26.904169471001804
terminal_settle,134,2,4,False,-3.3202989451625413,1.0086800084048182,5.642900914296126,-26.909601068548856
terminal_settle,135,2,4,False,-3.3162495186443035,1.0152420952762817,5.65181372875419,-26.919689636712004
terminal_settle,136,2,4,False,-3.3257381890619406,1.0216701412990812,5.658326121621267,-26.924716616928887
terminal_settle,137,2,4,False,-3.327280389406516,1.0248301642956736,5.664145684882351,-26.928067776588687
terminal_settle,138,2,4,False,-3.3388163907739923,1.0306056617657369,5.675672250335817,-26.93584552226343
terminal_settle,139,2,4,False,-3.3477435074781337,1.0356262902212592,5.67955491436174,-26.93907321521819
terminal_settle,140,2,4,False,-3.352267305249697,1.0399858222684077,5.6845025771613695,-26.943308232041897
terminal_settle,141,2,4,False,-3.3552480665838633,1.0387722336279186,5.689811898858119,-26.94751120281411
terminal_settle,142,2,4,False,-3.358813572756196,1.0526952431636207,5.6900583127922335,-26.947900476354196
terminal_settle,143,2,4,False,-3.365206415429295,1.061970373234784,5.700866341679182,-26.95622855240531
terminal_settle,144,2,4,False,-3.3721334428513874,1.0732273315699459,5.7031760777066705,-26.957443099573265
terminal_settle,145,2,4,False,-3.3808870881546547,1.0825368496769823,5.706450433278375,-26.95858648823415
terminal_settle,146,2,4,False,-3.3832305520375083,1.0883990477531622,5.706704511296495,-26.960404123045617
terminal_settle,147,2,4,False,-3.387980910997758,1.0837517010225461,5.707343044638803,-26.96047230495346
terminal_settle,148,2,4,False,-3.3943470251120544,1.085593390274342,5.707899382677217,-26.96337335392916
terminal_settle,149,2,4,False,-3.401465342932136,1.0907882043993808,5.705672362487787,-26.963698195582932
terminal_settle,150,2,4,False,-3.4120554386766972,1.0976295111414558,5.703124631325407,-26.967621899211057
terminal_settle,151,2,4,False,-3.4261362928986827,1.1065863880505802,5.703841743298755,-26.96920184628109
terminal_settle,152,2,4,False,-3.4408913919668205,1.1117032873095614,5.703961306875312,-26.971579802897597
terminal_settle,153,2,4,False,-3.4565053026697434,1.11579889754195,5.703012275198182,-26.973075539662222
terminal_settle,154,2,4,False,-3.4660052171856783,1.1204611081585476,5.700860821645401,-26.975408874159275
terminal_settle,155,2,4,False,-3.4749362783168056,1.1280268887238627,5.700193800946385,-26.97769465336506
terminal_settle,156,2,4,False,-3.49070170431955,1.1342356755286005,5.7000872994973,-26.98134174482985
terminal_settle,157,2,4,False,-3.507009495478794,1.143064102908383,5.6996901623026535,-26.983734154162445
terminal_settle,158,2,4,False,-3.522139845973049,1.1509350988405078,5.697588531064936,-26.984820006614346
terminal_settle,159,2,4,False,-3.5257337098873958,1.1571536198282768,5.697387483538195,-26.986451001932014
terminal_settle,160,2,4,False,-3.5369936581963834,1.1677993401913902,5.696994562085594,-26.98944391582145
terminal_settle,161,2,4,False,-3.5487290991029727,1.1770533991302088,5.697818807051862,-26.990331004750008
terminal_settle,162,2,4,False,-3.5577077516367304,1.1811488909544519,5.69839395373476,-26.99357504473114
terminal_settle,163,2,4,False,-3.5661065590240533,1.1837350908268878,5.698903753897442,-26.995191516271415
terminal_settle,164,2,4,False,-3.576465379237412,1.1910894945805701,5.6989989013694835,-26.99803293661699
terminal_settle,165,2,4,False,-3.593473044135253,1.2028107123342853,5.699356122011528,-27.001499972491455
terminal_settle,166,2,4,False,-3.607786328058033,1.214568175424457,5.70054513630607,-27.00475725747386
terminal_settle,167,2,4,False,-3.621310681817386,1.2256134130063092,5.701020592340841,-27.004276177471507
terminal_settle,168,2,4,False,-3.632840080078216,1.2348391791031545,5.697205428883917,-27.00628674506383
terminal_settle,169,2,4,False,-3.6454332431187844,1.2452715741624232,5.695931626101325,-27.009718705189197
terminal_settle,170,2,4,False,-3.661512266787442,1.258812779055095,5.6957467882798145,-27.01533916434042
terminal_settle,171,2,4,False,-3.6782946042710307,1.2698815964704036,5.695887259232558,-27.017397967495786
terminal_settle,172,2,4,False,-3.6916521818090064,1.2757586453392022,5.698810749039444,-27.023209185927985
terminal_settle,173,2,4,False,-3.711079312144509,1.2826885513989446,5.698856454136466,-27.02473374377848
terminal_settle,174,2,4,False,-3.7270290946668876,1.2846452110040936,5.699287750088859,-27.029771094414198
terminal_settle,175,2,4,False,-3.73702758483552,1.282718705228854,5.7005938665543585,-27.033048682533614
terminal_settle,176,2,4,False,-3.743811050528281,1.2834899755183606,5.7018233060169035,-27.03914522337475
terminal_settle,177,2,4,False,-3.761475082396922,1.292728845662566,5.704043809228123,-27.04040647858002
terminal_settle,178,2,4,False,-3.778325559229014,1.3042292585090127,5.706169802908137,-27.045663794563044
terminal_settle,179,2,4,False,-3.7918692237896927,1.3170087276391627,5.705061478956081,-27.045931541571296
terminal_settle,180,2,4,False,-3.8029525523131333,1.3218282188908024,5.703049396474425,-27.047402354613094
