phase,step,conditions_passed,conditions_total,success,condition_1_margin_cm,condition_2_margin_cm,condition_3_margin_cm,condition_4_margin_cm,condition_5_margin_cm
policy,28,2,5,False,-18.79267134810982,-25.73567360319933,-19.908237534279387,5.5821634718198325,8.760922029665668
policy,29,2,5,False,-18.79463492722185,-25.738627127078686,-19.911986568107064,5.583329582834473,8.764202103449648
policy,30,2,5,False,-18.798372280499358,-25.741602436384255,-19.914119737975682,5.584913295470429,8.76626986842566
policy,31,2,5,False,-18.802203293199057,-25.743301281423506,-19.915234332001738,5.584928486363893,8.768135735857438
policy,32,2,5,False,-18.80414678849977,-25.745324677580264,-19.916224166172245,5.585647281441563,8.770973590566516
policy,33,2,5,False,-18.80505095975139,-25.74586802901201,-19.918688399837627,5.58654286027372,8.774492385073401
policy,34,2,5,False,-18.806358083940616,-25.74763012710735,-19.919154243272448,5.589234886192617,8.780127529485796
policy,35,2,5,False,-18.807740194549773,-25.748990316032355,-19.92117139150111,5.5907274873638215,8.78074100850894
policy,36,2,5,False,-18.809046768402588,-25.75053860860349,-19.920941398840963,5.593700802954103,8.785775379714249
policy,37,2,5,False,-18.81075642535952,-25.752021844861808,-19.924073379675335,5.595353191873528,8.787448766919155
policy,38,2,5,False,-18.81177160195501,-25.753488964760308,-19.924440096328293,5.598034208833049,8.791026525562348
policy,39,2,5,False,-18.812766279099506,-25.754779405893387,-19.928898236895204,5.59656598319587,8.793636295799871
policy,40,2,5,False,-18.813484470846376,-25.755361533958414,-19.928801964673106,5.599779369766868,8.795623906351548
policy,41,2,5,False,-18.814234172478145,-25.755974798584177,-19.930506975916842,5.601614809474782,8.796553275923763
policy,42,2,5,False,-18.81624374061265,-25.75735491403774,-19.931708610900333,5.604077577151365,8.79837252304862
policy,43,2,5,False,-18.818549698628757,-25.758747982005488,-19.93320892525769,5.605582153822937,8.798292286797498
policy,44,2,5,False,-18.821764582335824,-25.759814298813687,-19.9349011049708,5.606829010345113,8.800249954883775
policy,45,2,5,False,-18.824104706501203,-25.7609375821961,-19.9372219739023,5.60974521070953,8.803847985557766
policy,46,2,5,False,-18.825178625866542,-25.76206495508415,-19.9362968733125,5.609339139390105,8.806713031991261
policy,47,2,5,False,-18.825893090842683,-25.763436307832308,-19.93856319943899,5.6121487916418396,8.808136282684664
policy,48,2,5,False,-18.826324514199065,-25.764862169588937,-19.939382530477403,5.612445508390191,8.809073374323283
policy,49,2,5,False,-18.826230328572315,-25.766703772799623,-19.940836909245046,5.615586878349756,8.809913875999339
policy,50,2,5,False,-18.82787353354788,-25.76846204753292,-19.94166941207707,5.616524780795597,8.81167201719494
policy,51,2,5,False,-18.82724469935151,-25.769312979952673,-19.94172827171955,5.620774729635048,8.81394947451156
policy,52,2,5,False,-18.82785047007836,-25.770903894530612,-19.94362122278449,5.619762748886849,8.814728006887943
policy,53,2,5,False,-18.828240960129122,-25.772699289907322,-19.945733316274254,5.623567556015548,8.81638598926704
policy,54,2,5,False,-18.82945014677641,-25.77426759912113,-19.945773678062867,5.6230662439696175,8.81815101631921
policy,55,2,5,False,-18.82960747139611,-25.77581762868659,-19.94765566377864,5.625679316647773,8.818852667598534
policy,56,2,5,False,-18.829726994204655,-25.777110896197208,-19.94866968784809,5.627271864512675,8.820821474294796
policy,57,2,5,False,-18.829715743920865,-25.778680575634375,-19.950647846151977,5.629467552141314,8.821526072613228
policy,58,2,5,False,-18.830026412285207,-25.780620219661323,-19.950708490520128,5.629567723815917,8.822633118035984
policy,59,2,5,False,-18.83027595496926,-25.781760187883656,-19.951973015173728,5.6312095879044115,8.823809616966361
policy,60,2,5,False,-18.831026464225012,-25.783018991660413,-19.9523087188167,5.631065097752732,8.825033708522888
policy,61,2,5,False,-18.83053699447482,-25.784163335830137,-19.95435979839089,5.6328339261499,8.825215802755114
policy,62,2,5,False,-18.830525825506626,-25.78574734941285,-19.956020547815307,5.633382661373254,8.825654921158197
policy,63,2,5,False,-18.831278867911408,-25.787326091998857,-19.955251868730336,5.6349012107607805,8.827050880055047
policy,64,2,5,False,-18.832216941338643,-25.788149161480426,-19.95611746714953,5.635173045413005,8.826648434951196
policy,65,2,5,False,-18.833172185730135,-25.78945919807323,-19.958300146733233,5.638102438537199,8.827221268693467
policy,66,2,5,False,-18.833496501571062,-25.790052665078896,-19.959528460301797,5.639135252668879,8.827737958953243
policy,67,2,5,False,-18.83517985436577,-25.79088470574043,-19.95934518686248,5.642488858184059,8.82980190081312
policy,68,2,5,False,-18.83567884029499,-25.79276943216648,-19.961132315853288,5.646728654473968,8.828891265376548
policy,69,2,5,False,-18.832255107475945,-25.793745906481803,-19.960391363301536,5.646058586770149,8.82930670448453
policy,70,2,5,False,-18.827689268573977,-25.79453565622196,-19.96329970628466,5.652942554438489,8.830232896001252
policy,71,2,5,False,-18.829737697229262,-25.797261590340277,-19.96524545823504,5.651820334025185,8.830391482291787
policy,72,2,5,False,-18.80802514010454,-25.79823372218879,-19.971543961010312,5.657782648230196,8.835059150716365
policy,73,2,5,False,-18.76597982785473,-25.798845844500114,-19.978127935798227,5.655775542744454,8.830294646276222
policy,74,2,5,False,-18.7033057621365,-25.801421305535364,-19.985626730766537,5.663599536014377,8.799658451135759
policy,75,2,5,False,-18.611165221962565,-25.80435276374171,-19.989494923907234,5.662795030438154,8.74809580127338
policy,76,2,5,False,-18.579023868441936,-25.806982110764245,-19.999134277058417,5.668039167155584,8.7057959276049
policy,77,2,5,False,-18.598232633729246,-25.811161922505725,-20.033220972467888,5.666685699881192,8.70706088361553
policy,78,2,5,False,-18.601373924846293,-25.812386725189896,-20.048782133343547,5.674592161660371,8.72253450693221
policy,79,2,5,False,-18.596509187863568,-25.814604830980016,-20.054938712564784,5.673131474359359,8.73972980421042
policy,80,2,5,False,-18.60002315720886,-25.816735573217294,-20.05766679064944,5.682411674329842,8.760018812889413
policy,81,2,5,False,-18.62766486532758,-25.819141242908785,-20.0535044290503,5.683622570969149,8.804374852715764
policy,82,2,5,False,-18.712326027036795,-25.823351325431176,-20.05201447651233,5.6922207551268365,8.885147600644533
policy,83,2,5,False,-18.81286213310664,-25.82569763098487,-20.06025404029436,5.701245492898568,8.989275340262818
policy,84,2,5,False,-18.860310801640807,-25.82915388498167,-20.049029096075916,5.710073363998919,9.0749999952486
policy,85,2,5,False,-18.82434308434285,-25.83488829989284,-19.989665738352016,5.709445556305745,9.138357344378917
policy,86,2,5,False,-18.727355139046487,-25.83849321321275,-19.848452607541795,5.70034615962949,9.211671844538426
policy,87,2,5,False,-18.58112301778197,-25.842029379400806,-19.595931699201532,5.6923324486965114,9.325241022356636
policy,88,2,5,False,-18.36200437880028,-25.845716145908057,-19.31741190379471,5.687842362126155,9.43491601645287
policy,89,2,5,False,-18.03832106195273,-25.848840017412222,-19.027786709986437,5.684016284130383,9.548197195897014
policy,90,2,5,False,-17.568752189532276,-25.852701881930777,-18.618647303360603,5.683449172591409,9.603767828115647
policy,91,2,5,False,-16.972550128209136,-25.855546220942436,-18.049986640701174,5.677459529756888,9.481217314771769
policy,92,2,5,False,-16.215692369563804,-25.85717668503149,-17.43316826805387,5.672480310426792,9.028058979186842
policy,93,2,5,False,-15.32622174837787,-25.85785198912005,-16.672356686563347,5.672136570123133,8.448206424524432
policy,94,2,5,False,-14.324224033333122,-25.860419365308474,-15.631609145925076,5.671339332266751,7.726512819917936
policy,95,2,5,False,-13.287711727772669,-25.8628697583381,-14.634035537384428,5.675852317375817,7.044735914258274
policy,96,2,5,False,-12.307141313813412,-25.867536793014644,-13.670626779686184,5.68240545935652,6.425970316822825
policy,97,2,5,False,-11.438790892314346,-25.868308463254905,-12.739449920486777,5.6904008001192885,5.938517125206534
policy,98,2,5,False,-10.569946033315103,-25.867238567865748,-11.925167882000661,5.697797105065728,5.633621023791573
policy,99,2,5,False,-9.736720659266984,-25.86686959714053,-11.293694914174797,5.703986953056887,5.751051228249178
policy,100,2,5,False,-8.92229393501857,-25.870298034728997,-10.670725753839037,5.705851754718573,6.098687432085805
policy,101,2,5,False,-7.9989430897722205,-25.872643921121508,-10.102771106648003,5.714776835335236,6.456825324127999
policy,102,2,5,False,-7.251131584353546,-25.878893330131532,-9.588764012010142,5.725306010103495,6.6253739820411095
policy,103,2,5,False,-6.736772198517825,-25.88133744749574,-9.182255117431918,5.746310986335946,6.800100497900358
policy,104,2,5,False,-6.164090545370589,-25.886931999843114,-8.830801271677764,5.771732566980038,6.90377741218855
policy,105,2,5,False,-5.664520052666587,-25.89411446011426,-8.583014531734815,5.805638836747619,7.043878880633342
policy,106,2,5,False,-5.322907451825984,-25.903849819316832,-8.42342477492183,5.85495909651754,7.227262785170899
policy,107,2,5,False,-5.1643375673470455,-25.91438003588233,-8.308486682231162,5.892544942522374,7.443989899206166
policy,108,2,5,False,-5.067578764767857,-25.935471722879164,-8.256980715647796,5.90658303413338,7.649530868011496
policy,109,2,5,False,-5.073002551933955,-25.957128934728637,-8.264506937892634,5.9196175103736515,7.8182856683425435
policy,110,2,5,False,-5.144102337584549,-25.975812365034294,-8.277884548510702,5.938213803197755,7.9959908629162975
policy,111,2,5,False,-5.281338400335484,-25.98836066587171,-8.324312724281864,5.956714852691903,8.234460969854378
policy,112,2,5,False,-5.457314697072247,-25.992447923499135,-8.406457950879958,5.962203296870925,8.514837937175674
policy,113,2,5,False,-5.647042783315852,-25.993429092974957,-8.501558487261693,5.968921412270717,8.767939269389856
policy,114,2,5,False,-5.848047459178748,-25.997400846386498,-8.598237502466326,5.969868898092052,9.053566101774315
policy,115,2,5,False,-6.045454539634081,-25.99958528326448,-8.704079212975667,5.976447297607983,9.346714001286273
policy,116,2,5,False,-6.174877744876273,-26.00714592515346,-8.796358293448026,5.9725461329065865,9.545390326522941
policy,117,2,5,False,-6.343145411728715,-26.009490761368262,-8.857816712853001,5.976225341329538,9.635328753132846
policy,118,2,5,False,-6.54248341466934,-26.004015547044723,-8.918024568548311,5.979287903053255,9.717466540998
policy,119,2,5,False,-6.76283188385761,-25.99424848433977,-8.98127496955943,5.982131840818155,9.788354310914034
policy,120,2,5,False,-6.9899173600985325,-25.985353039863696,-9.043321839855246,5.9866585527778895,9.852342012464575
terminal_settle,121,2,5,False,-7.184404899830151,-25.97767924024219,-9.10152684034594,5.987767629778624,9.930181096913703
terminal_settle,122,2,5,False,-7.358619236402992,-25.97106424791575,-9.155643813297509,5.990103821135044,10.024649175948092
terminal_settle,123,2,5,False,-7.521687470139581,-25.969134646892492,-9.202527692091167,5.996192394327856,10.101962797195842
terminal_settle,124,2,5,False,-7.683720390694402,-25.971144472027753,-9.25586410976522,6.004512762048709,10.199533474662193
terminal_settle,125,2,5,False,-7.840752691392959,-25.972811904449216,-9.328492447814796,6.007701836091982,10.329213894175055
terminal_settle,126,2,5,False,-7.961622529756768,-25.97364106282749,-9.398280349455842,6.010897697074519,10.376069648639056
terminal_settle,127,2,5,False,-8.066335293900261,-25.97036607722935,-9.455802651708392,6.012502338987737,10.430247483579468
terminal_settle,128,2,5,False,-8.146568245637896,-25.964317363279697,-9.500299030132592,6.014930503194371,10.465351689977727
terminal_settle,129,2,5,False,-8.12006064087357,-25.957614626164506,-9.531752370077559,6.019704646882467,10.396154987612384
terminal_settle,130,2,5,False,-8.089070087432477,-25.949803746230252,-9.56010308796624,6.021259257428866,10.349979860988881
terminal_settle,131,2,5,False,-8.111263308755705,-25.944992270413472,-9.58129599030702,6.016682648249578,10.383546823885709
terminal_settle,132,2,5,False,-8.17087658681731,-25.947713457159253,-9.589654919482577,6.018049435915966,10.441770639634452
terminal_settle,133,2,5,False,-8.191979767672363,-25.952105102030743,-9.59996757606745,6.023779987945517,10.46367791521929
terminal_settle,134,2,5,False,-8.239441907265954,-25.956349162831813,-9.607934592279172,6.027520494892634,10.509960716861059
terminal_settle,135,2,5,False,-8.275598652901307,-25.96028539601182,-9.611261079302892,6.036415277215461,10.54087793565473
terminal_settle,136,2,5,False,-8.287861356376043,-25.96246968467672,-9.608241404331494,6.039053856026161,10.542126696342336
terminal_settle,137,2,5,False,-8.294598751232803,-25.96392329744294,-9.600939897925194,6.046159973967384,10.505561793561505
terminal_settle,138,2,5,False,-8.288938150344068,-25.96567328320573,-9.597390577679846,6.046893835610952,10.459672846155598
terminal_settle,139,2,5,False,-8.292231083728113,-25.9671730328482,-9.590454470700141,6.042276960512481,10.434001662236717
terminal_settle,140,2,5,False,-8.302335369557346,-25.969993006218488,-9.588840847567443,6.045239497813522,10.419073754566377
terminal_settle,141,2,5,False,-8.275873138375475,-25.97193728829184,-9.58851202347731,6.051434120997719,10.396374680386419
terminal_settle,142,2,5,False,-8.277110273859359,-25.975381917083233,-9.58919262866484,6.061628812594758,10.419109952358848
terminal_settle,143,2,5,False,-8.339856745271115,-25.97915725836215,-9.588380860684811,6.0678198593043255,10.544495365213603
terminal_settle,144,2,5,False,-8.429433670003748,-25.98323522137371,-9.591439155871146,6.075298181351577,10.638492654421817
terminal_settle,145,2,5,False,-8.494374029898664,-25.984889413108682,-9.595144755578968,6.079920546322022,10.697094551224254
terminal_settle,146,2,5,False,-8.556914380148816,-25.98569979250678,-9.598454029172427,6.08233318185065,10.735005246344091
terminal_settle,147,2,5,False,-8.685306007737152,-25.985369951762593,-9.598134041962535,6.082453148008074,10.948000026016281
terminal_settle,148,2,5,False,-8.761211404636276,-25.98805481879993,-9.59891804047647,6.083062303774948,11.0947189245584
terminal_settle,149,2,5,False,-8.853627696299045,-25.990189953932386,-9.599976244247543,6.087288181125963,11.247273537574724
terminal_settle,150,2,5,False,-8.927226124947987,-25.990897802078116,-9.603191012764178,6.092443865390013,11.321865858551657
terminal_settle,151,2,5,False,-8.93395912619284,-25.993160791853846,-9.604213541903249,6.095209225141705,11.347398522575709
terminal_settle,152,2,5,False,-8.94174997599128,-25.995905197707216,-9.60623458189787,6.097615241009578,11.382205161351788
terminal_settle,153,2,5,False,-8.931898169563587,-25.998447926425385,-9.61033521838964,6.09817554347757,11.400875852407744
terminal_settle,154,2,5,False,-8.998758551698971,-26.00002126145798,-9.614462085396582,6.100255993076775,11.481849361675433
terminal_settle,155,2,5,False,-9.015660469575144,-26.001518338203283,-9.62071574270271,6.104478760512144,11.576564328223654
terminal_settle,156,2,5,False,-9.033888936386647,-26.003715640415017,-9.626964663001377,6.111057594477433,11.697992769141841
terminal_settle,157,2,5,False,-9.047461610361472,-26.00814731662505,-9.631280747548058,6.114142544137323,11.775722169248542
terminal_settle,158,2,5,False,-9.051413552703954,-26.01427630480429,-9.63765414023991,6.118129867135863,11.805540868791102
terminal_settle,159,2,5,False,-9.052319549942899,-26.021371696498527,-9.643849282872491,6.127795802484709,11.792924856446788
terminal_settle,160,2,5,False,-9.054340863972994,-26.023845013929964,-9.649580923280986,6.137285755021342,11.776890191360867
terminal_settle,161,2,5,False,-9.064216682215788,-26.02690782976226,-9.656411138357903,6.145829528170644,11.777435251700332
terminal_settle,162,2,5,False,-9.073230857926221,-26.02958009154159,-9.662524748214715,6.152030693375615,11.791511794207558
terminal_settle,163,2,5,False,-9.082196108583988,-26.03219564478983,-9.66881830890335,6.1569781692675,11.809921698469036
terminal_settle,164,2,5,False,-9.0884068892663,-26.034351357703713,-9.67422086833491,6.162692809614288,11.818515308024576
terminal_settle,165,2,5,False,-9.092110407933818,-26.036032494031545,-9.680989047546877,6.166277481212408,11.821970781264373
terminal_settle,166,2,5,False,-9.09603042173409,-26.03606906823761,-9.684883633208713,6.16996153739796,11.824044340980851
terminal_settle,167,2,5,False,-9.1008379772141,-26.03971121895195,-9.688801301735047,6.173706839048958,11.826966801790945
terminal_settle,168,2,5,False,-9.104638357269623,-26.038493463119337,-9.692618085941184,6.175916626844462,11.829145989018848
terminal_settle,169,2,5,False,-9.105599749880055,-26.04091927340653,-9.69744424736411,6.17743587062132,11.83049863321795
terminal_settle,170,2,5,False,-9.11091331675651,-26.042193436164148,-9.702439771667407,6.180695384491937,11.830667660697497
terminal_settle,171,2,5,False,-9.115862771115571,-26.04262004023429,-9.707890211620885,6.185995207833525,11.82953652036781
terminal_settle,172,2,5,False,-9.121213451049785,-26.043766442169478,-9.714953018352677,6.191989274951318,11.83256411935367
terminal_settle,173,2,5,False,-9.12435667369252,-26.04390947000141,-9.72248324310878,6.196257596196215,11.838205666368573
terminal_settle,174,2,5,False,-9.127615611308803,-26.04523150224157,-9.729351966222076,6.199782007272464,11.845367702424841
terminal_settle,175,2,5,False,-9.129813038594436,-26.04593813461681,-9.73449551796087,6.200763216096277,11.853158314930823
terminal_settle,176,2,5,False,-9.133442269222607,-26.04667447632241,-9.738926207522614,6.201774464849297,11.859805770035948
terminal_settle,177,2,5,False,-9.136654488193814,-26.04747465417045,-9.742592823405367,6.203566150124491,11.863774836671055
terminal_settle,178,2,5,False,-9.140748885243235,-26.04848449740407,-9.748168297103827,6.205046923283824,11.864905384023974
terminal_settle,179,2,5,False,-9.144449709680378,-26.049029443657304,-9.755982889063944,6.206829648877072,11.864542313882154
terminal_settle,180,2,5,False,-9.150418785813615,-26.048663348249683,-9.761566054388581,6.208682769463014,11.86500862060333
