phase,step,conditions_passed,conditions_total,success,condition_1_margin_cm,condition_2_margin_cm,condition_3_margin_cm,condition_4_margin_cm,condition_5_margin_cm
policy,58,2,5,False,-4.411569910133295,-5.705462519091476,-5.621773859047366,12.906042833920015,9.16778736280002
policy,59,2,5,False,-4.413409868512845,-5.7042214050215065,-5.624180300954194,12.904854524748785,9.167911075541767
policy,60,2,5,False,-4.415998647614726,-5.706809187043859,-5.627546271506155,12.903994251210763,9.167411229943617
policy,61,2,5,False,-4.462845505542825,-5.706127636814234,-5.630705570469988,12.902921204240856,9.120273639607419
policy,62,2,5,False,-4.540367831300882,-5.705014643063901,-5.633645612725466,12.900488012947665,8.914498889547318
policy,63,2,5,False,-4.659095066994794,-5.707617430531101,-5.635972992482589,12.901690168302874,8.576731567931354
policy,64,2,5,False,-4.9231385864017625,-5.709273433734449,-5.639352853044233,12.899785701735784,8.163287199999218
policy,65,2,5,False,-4.8478761004097155,-5.709088707544286,-5.638507077244647,12.901786877613377,7.887936538772974
policy,66,2,5,False,-4.792901416182204,-5.71499942539042,-5.628646760902225,12.900125390991949,7.615160504953628
policy,67,2,5,False,-4.866415889762674,-5.716970688404558,-5.621927505708431,12.899697184998368,7.242453837043608
policy,68,2,5,False,-4.967207302182462,-5.714918780955259,-5.619681633771755,12.898260644745424,6.937729751593802
policy,69,2,5,False,-4.933200623609835,-5.715836980526664,-5.609837348031473,12.894276584652594,6.748893387115504
policy,70,2,5,False,-4.936542313906809,-5.714496988615544,-5.594179774509513,12.89244264747171,6.71167233262135
policy,71,2,5,False,-4.84162230710521,-5.71299967226825,-5.55899232953492,12.891990475864601,6.622705787561002
policy,72,2,5,False,-4.702795567888648,-5.709353536669301,-5.583163275417451,12.890961731912569,6.284609909886467
policy,73,2,5,False,-4.655043975667205,-5.708689331538647,-5.653268603924246,12.888245805862063,5.712810775168287
policy,74,2,5,False,-4.5288395185212575,-5.708900631043395,-5.633662255728698,12.886257449772224,5.151302133470778
policy,75,2,5,False,-4.674214123140855,-5.692730349395301,-5.751896058769734,12.88323699180703,4.64554023571606
policy,76,2,5,False,-5.030489653584976,-5.680953507737623,-5.8615281711712655,12.880922820020398,5.040447302121833
policy,77,2,5,False,-5.333417576655126,-5.673795606929868,-6.030964507715819,12.878608619375365,5.562935324510964
policy,78,2,5,False,-5.31355962878056,-5.673488729112833,-6.0393506337232346,12.87560372410465,6.415288317740274
policy,79,2,5,False,-5.07468122188661,-5.687754092625312,-5.986854067451013,12.873823310434737,7.202538981808776
policy,80,2,5,False,-5.115348337364189,-5.689137808152658,-6.050700194875855,12.872545052043915,7.282660151202173
policy,81,2,5,False,-5.3367795145274854,-5.683093222314451,-6.092529011635417,12.874118511058029,7.152477005626655
policy,82,2,5,False,-5.468655297135271,-5.68163881516185,-6.063537608808602,12.876405003686381,7.260197939723599
policy,83,2,5,False,-5.5294165371833195,-5.673027835501042,-5.987302303103192,12.874375821828336,7.519630757541976
policy,84,2,5,False,-5.333679635705259,-5.665210846162061,-5.92350030974886,12.874654518201476,7.7269967576584095
policy,85,2,5,False,-5.034255579255497,-5.665587902995096,-5.878637322692004,12.877952443976355,7.914933612341335
policy,86,2,5,False,-4.863077005948092,-5.679688194492854,-5.830755487358843,12.87744552610985,7.935848611976131
policy,87,2,5,False,-4.862721902285868,-5.692170917410028,-5.818898442641469,12.87684226584137,7.821910215650488
policy,88,2,5,False,-4.956461524496174,-5.6916874187387805,-5.806095061506078,12.874185997133855,7.621610885293504
policy,89,2,5,False,-5.033069920767659,-5.688440759044301,-5.8164085799314655,12.870478611127316,7.3878875433674684
policy,90,2,5,False,-5.080428736828477,-5.6879852394129955,-5.816217163042019,12.870346457199874,7.215835348423805
policy,91,2,5,False,-5.077640709291753,-5.692127339269593,-5.81639724232263,12.868475631323482,7.154117320205731
policy,92,2,5,False,-5.05955523861299,-5.694468613781311,-5.827892621476828,12.87116050840228,7.190497855390377
policy,93,2,5,False,-5.034344655501741,-5.694376541675382,-5.837602223504163,12.872045489733212,7.304931278955656
policy,94,2,5,False,-5.02051296445531,-5.692847653959365,-5.842045820255585,12.87153096381207,7.411892276530511
policy,95,2,5,False,-5.012225377383455,-5.694031504950928,-5.843874908755634,12.870735258783142,7.489294465454509
policy,96,2,5,False,-5.010000834298129,-5.695984682155938,-5.838978036942805,12.870075451249255,7.514445496148853
policy,97,2,5,False,-5.017739256659681,-5.696956237530582,-5.836940201799997,12.867687455341168,7.480527586658124
policy,98,2,5,False,-5.027822735740905,-5.694879047278732,-5.833655283227149,12.864781055785748,7.4118922800512115
policy,99,2,5,False,-5.035277056291616,-5.695544937384479,-5.831773121148277,12.861717807656818,7.336982787949531
policy,100,2,5,False,-5.054792363956029,-5.70302203996571,-5.828368437178259,12.858582926320384,7.2850153320228985
policy,101,2,5,False,-5.0750579968778275,-5.7183665493589615,-5.829260787474151,12.855201939272014,7.2767208290519365
policy,102,2,5,False,-5.085308628372829,-5.726609510603925,-5.829889049887949,12.85304293926219,7.303698625529663
policy,103,2,5,False,-5.086072429648333,-5.767557455065152,-5.83008097576959,12.849574614396294,7.34369518566518
policy,104,2,5,False,-5.074563569675693,-5.760692100193669,-5.828410632044186,12.847207641334151,7.376815499822048
policy,105,2,5,False,-5.066355677899892,-5.756715134509875,-5.8295903307169965,12.846780715624174,7.397999203857723
policy,106,2,5,False,-5.067592769336873,-5.7591578913440955,-5.829273194124848,12.846351538829792,7.401971020287427
policy,107,2,5,False,-5.076862224414835,-5.761210095851535,-5.828864739070607,12.844737610987966,7.386070515818077
policy,108,2,5,False,-5.088547149402995,-5.762861103009193,-5.827328118532051,12.842391485008784,7.35752549117415
policy,109,2,5,False,-5.104597275971159,-5.763532655299276,-5.825948173584859,12.838657523827106,7.3298441461234445
policy,110,2,5,False,-5.1190753942277425,-5.764316059708641,-5.824475783756775,12.836442454038881,7.313077264691047
policy,111,2,5,False,-5.127884196138506,-5.768136464104263,-5.823886133350587,12.836171583655254,7.312478308613341
policy,112,2,5,False,-5.130874597362958,-5.770133061460793,-5.823473462058075,12.836271092956352,7.319688645369003
policy,113,2,5,False,-5.132909408569208,-5.773384644873442,-5.82239866300932,12.832382321063063,7.332075998034592
policy,114,2,5,False,-5.135114744887328,-5.777726597106458,-5.822629486547488,12.83168675452031,7.346046280109044
policy,115,2,5,False,-5.140043214432197,-5.780536007993216,-5.8235723733453035,12.827616825460389,7.355293745269376
policy,116,2,5,False,-5.138155416293149,-5.779348338340711,-5.823071178745781,12.816477083660784,7.356127611520868
policy,117,2,5,False,-5.119758650776198,-5.781534988018105,-5.822314236065921,12.78789458180473,7.344661661160893
policy,118,2,5,False,-5.117870217996533,-5.777244242854962,-5.822508733313196,12.789710491423975,7.332106445199554
policy,119,2,5,False,-5.130479095881022,-5.775651984250608,-5.822722311585185,12.80671895757251,7.318027870804515
policy,120,2,5,False,-5.137859457568677,-5.777791975103103,-5.821905908090738,12.787473491908393,7.303813430822287
terminal_settle,121,2,5,False,-5.145910561426774,-5.779416957372529,-5.823166572513731,12.752531719086818,7.294282485160434
terminal_settle,122,2,5,False,-5.168451375051177,-5.781021622677208,-5.822364212883162,12.725138610109541,7.292639929889611
terminal_settle,123,2,5,False,-5.194150292175284,-5.782210955493955,-5.8240735475241365,12.703425103258605,7.295638813086005
terminal_settle,124,2,5,False,-5.221385323876348,-5.780832650774812,-5.825655777788043,12.683387597253937,7.2964370064276265
terminal_settle,125,2,5,False,-5.227068500650539,-5.783482849245136,-5.8227662398579945,12.63928556506244,7.2987812176655185
terminal_settle,126,2,5,False,-5.260763979989502,-5.782151061444541,-5.824158355583631,12.598662227874813,7.30252712227906
terminal_settle,127,2,5,False,-5.331705875599081,-5.788569416147297,-5.826717594693701,12.604115730918059,7.303123966250333
terminal_settle,128,2,5,False,-5.3701817613674585,-5.789791566681156,-5.827177392275459,12.57811587012815,7.297129114230132
terminal_settle,129,2,5,False,-5.402029270411546,-5.792805924858207,-5.826685523496362,12.56599320946732,7.290575159276588
terminal_settle,130,2,5,False,-5.404532804141393,-5.790120462654912,-5.824592304944922,12.571458553648906,7.288857912571545
terminal_settle,131,2,5,False,-5.40110573447355,-5.798487193891905,-5.824795277352209,12.568657934146957,7.2875232084048855
terminal_settle,132,2,5,False,-5.399742914534016,-5.796949525553423,-5.82786814422867,12.564438508285411,7.285236549495321
terminal_settle,133,2,5,False,-5.411146318251518,-5.798630371736955,-5.829535794892852,12.562051416896745,7.28592601951073
terminal_settle,134,2,5,False,-5.423586243998425,-5.7942685014701425,-5.832344329982046,12.559558759157202,7.291482093734609
terminal_settle,135,2,5,False,-5.423947806937232,-5.795361784864131,-5.832461743498083,12.560564223061833,7.297530138164295
terminal_settle,136,2,5,False,-5.417257719493623,-5.794834668092847,-5.8308868982927,12.55651698275269,7.298873444837244
terminal_settle,137,2,5,False,-5.41934097096803,-5.792999727760336,-5.832467294134808,12.553746818461414,7.296939749078699
terminal_settle,138,2,5,False,-5.425777858602224,-5.794339280413908,-5.836062258368749,12.550389668241115,7.295420812470886
terminal_settle,139,2,5,False,-5.43155258118734,-5.805386111144404,-5.837313059319037,12.548679328284546,7.293262598967071
terminal_settle,140,2,5,False,-5.429854320183594,-5.806110312780461,-5.837360878820061,12.549095111455918,7.291492979810742
terminal_settle,141,2,5,False,-5.432743968535529,-5.809134318858035,-5.839312045525954,12.553356572373804,7.29108890712764
terminal_settle,142,2,5,False,-5.43844521182994,-5.81076622107209,-5.839723706347595,12.551018794219008,7.293353787340052
terminal_settle,143,2,5,False,-5.446547983211072,-5.813943571492125,-5.840984942413513,12.550732190652822,7.29672729589661
terminal_settle,144,2,5,False,-5.450188493166529,-5.816600017608316,-5.840853922571,12.550096912351673,7.296299214308054
terminal_settle,145,2,5,False,-5.452520437419839,-5.807210749612572,-5.841455521830234,12.553380369462827,7.289834463353135
terminal_settle,146,2,5,False,-5.454487236463244,-5.807239967269716,-5.841184593222152,12.557733600872321,7.287761626931737
terminal_settle,147,2,5,False,-5.455026840241288,-5.808667739498304,-5.8427289840210115,12.565732284661884,7.2879230319312756
terminal_settle,148,2,5,False,-5.45887198825605,-5.8057341110322085,-5.844108123647274,12.571242689634943,7.283782556289579
terminal_settle,149,2,5,False,-5.464372629351221,-5.803559014548124,-5.845725518413236,12.57725283334455,7.279819830176227
terminal_settle,150,2,5,False,-5.469780874074523,-5.802307935988523,-5.846403129797153,12.57603653009633,7.282121373862171
terminal_settle,151,2,5,False,-5.468531142903373,-5.8054342040931495,-5.8486277425751325,12.575274763515756,7.287950051763896
terminal_settle,152,2,5,False,-5.469198753158999,-5.805174712470411,-5.849451164597085,12.575748104905125,7.290062555361998
terminal_settle,153,2,5,False,-5.475063645024598,-5.8030248648040725,-5.85080451056017,12.580600842015862,7.289023955794893
terminal_settle,154,2,5,False,-5.477874004523688,-5.811306438449996,-5.849223881325042,12.587921619081266,7.289766023957532
terminal_settle,155,2,5,False,-5.477290216197666,-5.812128995942757,-5.8493901704699525,12.590293362453512,7.291504179491041
terminal_settle,156,2,5,False,-5.475735310482889,-5.819658896432028,-5.850896001709508,12.586498525765284,7.290037219465643
terminal_settle,157,2,5,False,-5.47963395594725,-5.821345058996869,-5.852863179497195,12.585480748885857,7.287478396041011
terminal_settle,158,2,5,False,-5.484728505733617,-5.831330209686161,-5.85228527806003,12.58536041764561,7.289063247684415
terminal_settle,159,2,5,False,-5.486864023313885,-5.8366919995938495,-5.8538524050796,12.583104105513172,7.287314596382591
terminal_settle,160,2,5,False,-5.491264278770672,-5.842961192322548,-5.8547772521997175,12.583038259611328,7.289287001295805
terminal_settle,161,2,5,False,-5.496444340507388,-5.845445534315029,-5.857802673656032,12.576783730756452,7.295666356059075
terminal_settle,162,2,5,False,-5.496302565502116,-5.847428000542841,-5.858127849396954,12.579620066794927,7.298580884301875
terminal_settle,163,2,5,False,-5.498983539267886,-5.846379307838411,-5.8586317995231845,12.581804113067687,7.294898239097605
terminal_settle,164,2,5,False,-5.503434550504899,-5.847176135593678,-5.857445280792653,12.583770186343774,7.295370063599999
terminal_settle,165,2,5,False,-5.504504619325463,-5.84890973461458,-5.856969549484521,12.584798293332987,7.297515991903489
terminal_settle,166,2,5,False,-5.502830197050724,-5.852676416429045,-5.857866437513433,12.58413501170156,7.294836195774955
terminal_settle,167,2,5,False,-5.5080119561029335,-5.854143421364224,-5.859200912269738,12.586492022489901,7.292990749156247
terminal_settle,168,2,5,False,-5.509685045903499,-5.85797011677008,-5.861939373365892,12.587394568138444,7.29201953197346
terminal_settle,169,2,5,False,-5.506405411756052,-5.857308266701445,-5.862831147674427,12.587130475271268,7.290364284089791
terminal_settle,170,2,5,False,-5.50734593307892,-5.855251213902317,-5.863171334542091,12.592455335879988,7.289519827792414
terminal_settle,171,2,5,False,-5.508682503187728,-5.857323825084027,-5.8645995131036734,12.592511926102649,7.295274844577672
terminal_settle,172,2,5,False,-5.508298722574626,-5.859602159109727,-5.8656230484995895,12.594503810202971,7.2960886233193
terminal_settle,173,2,5,False,-5.508920202406781,-5.859419904520248,-5.868329742578069,12.595045240037336,7.297387622167368
terminal_settle,174,2,5,False,-5.511540924753856,-5.854697350398549,-5.870094403849439,12.59349918516807,7.298547440666142
terminal_settle,175,2,5,False,-5.514142653258478,-5.855892864267435,-5.871543158278843,12.593530041752986,7.298205344907854
terminal_settle,176,2,5,False,-5.513141012315415,-5.854206095982299,-5.872051076736387,12.594140788509732,7.2929844634433545
terminal_settle,177,2,5,False,-5.518075291170561,-5.852556272979754,-5.872689330238732,12.595300610692194,7.289914314511868
terminal_settle,178,2,5,False,-5.523000484176524,-5.851782448126691,-5.87374813451785,12.59870042718721,7.2898334084116305
terminal_settle,179,2,5,False,-5.5267637364030335,-5.852806291565724,-5.876382450733161,12.603077510478757,7.288716128794033
terminal_settle,180,2,5,False,-5.534061406653635,-5.852808466595114,-5.878062621325082,12.607441155798464,7.2867332678583
