phase,step,conditions_passed,conditions_total,success,condition_1_margin_cm,condition_2_margin_cm,condition_3_margin_cm,condition_4_margin_cm
policy,70,2,4,False,-7.157034101451243,-6.5264184195795885,4.503582747051464,5.405889388510989
policy,71,2,4,False,-7.164936225569411,-6.56823949305018,4.090293982546026,5.4045271331299
policy,72,2,4,False,-7.1731778664306685,-6.5568874523579765,3.6545909422824323,5.404833394606829
policy,73,2,4,False,-7.159462540642881,-6.43711953685483,3.2443125619786954,5.4053310246186435
policy,74,2,4,False,-7.173452271242292,-6.39448927946575,2.8599293447116914,5.405175308959052
policy,75,2,4,False,-7.193473121068299,-6.4775602490749655,2.4525837702840434,5.407674955075574
policy,76,2,4,False,-7.278658143104247,-6.501611202849034,2.2794727335598957,5.407111346910931
policy,77,2,4,False,-7.320655923941342,-6.467657107263399,2.3051710955861786,5.408083937291028
policy,78,2,4,False,-7.453668238675345,-6.471678812955897,2.106938199895474,5.40603201701143
policy,79,2,4,False,-7.560189034448069,-6.481568093960799,1.9920640917251724,5.405884126323841
policy,80,2,4,False,-7.693400501597392,-6.484779737479908,1.6429048815334184,5.407224966581207
policy,81,2,4,False,-7.807266862883424,-6.492472429859488,1.3039801995906721,5.403070058028042
policy,82,2,4,False,-7.708526056407884,-6.5038171921376,1.1528616303544084,5.408071731463625
policy,83,2,4,False,-7.635065754687439,-6.500245405321806,1.4035912312615189,5.407689880599712
policy,84,2,4,False,-7.627897207197581,-6.475063796450101,1.614214945397535,5.412022151395359
policy,85,2,4,False,-7.547556959648535,-6.433476653454292,1.7671366363252758,5.416464402162205
policy,86,2,4,False,-7.532090730605965,-6.378390685052516,1.908560244622759,5.421068881835829
policy,87,2,4,False,-7.561827409677111,-6.392253126627931,2.0182921789599355,5.4240833356194145
policy,88,2,4,False,-7.660690646598731,-6.425677633078463,2.1324278435377266,5.4303140779769485
policy,89,2,4,False,-7.767301508293535,-6.517089941793234,2.084072099180972,5.42710545358862
policy,90,2,4,False,-7.784985424914776,-6.690308889546124,1.9108735986300545,5.425891426142098
policy,91,2,4,False,-7.767982729298602,-6.756256955604117,1.6367779243493388,5.424809594346058
policy,92,2,4,False,-7.714554440842086,-6.799293175962136,1.1973925347853438,5.423564039370753
policy,93,2,4,False,-7.576556793627194,-6.776449796629986,0.5406498217013223,5.421094789003103
policy,94,1,4,False,-7.483799279373045,-6.73145812454621,-0.29892742529573013,5.424206852691643
policy,95,1,4,False,-7.4473162844348515,-6.666724721423563,-1.135428839939248,5.425499749757535
policy,96,1,4,False,-7.418221678841144,-6.581987470781975,-2.017732509686166,5.428644060114603
policy,97,1,4,False,-7.386675143441138,-6.381053340843607,-2.7606245478522595,5.428805843487048
policy,98,1,4,False,-7.40477036029449,-6.321679685414798,-3.650680896290055,5.4309490063856884
policy,99,1,4,False,-7.420555272556685,-6.338868597510322,-4.532870551975247,5.435498153749478
policy,100,1,4,False,-7.300036703976707,-6.595995351342291,-5.514054526658089,5.4452718664911615
policy,101,1,4,False,-7.106316239725089,-6.645805934608951,-6.084270976378509,5.45007749695905
policy,102,1,4,False,-6.766676485809759,-6.487182095969869,-6.279093409077895,5.457318980221768
policy,103,1,4,False,-6.4267190469875715,-6.328793815607762,-6.24336873115741,5.464137556990082
policy,104,1,4,False,-5.9847668431455165,-6.22728316640214,-6.296122701378179,5.466220881234388
policy,105,1,4,False,-5.762755327030234,-6.037953992971243,-6.30276156254844,5.478361268286399
policy,106,1,4,False,-5.489110746594902,-5.977831314370409,-6.490987370163788,5.488391605367795
policy,107,1,4,False,-5.143204465358577,-6.0078278333231125,-6.797863577359948,5.494301004839237
policy,108,1,4,False,-4.767078546483219,-5.967217723840532,-7.08161972960065,5.494985002248747
policy,109,1,4,False,-4.5176932509928225,-5.827120894604194,-7.3481059605731485,5.4932853677063385
policy,110,1,4,False,-4.3748394920801115,-5.650854250368367,-7.548943159966489,5.492264808459161
policy,111,1,4,False,-4.258623326345184,-5.437005648294319,-7.677336974505348,5.495352487423858
policy,112,1,4,False,-4.237786205271062,-5.236029688325663,-7.7090473970687565,5.493680899059562
policy,113,1,4,False,-4.269167257574589,-5.121140967092298,-7.752920609887422,5.492516065064457
policy,114,1,4,False,-4.323325797757862,-5.064921753674131,-7.850261853645135,5.489730770028796
policy,115,1,4,False,-4.356100297729274,-5.031174628486768,-7.864710115558584,5.494476444706077
policy,116,1,4,False,-4.380028546762567,-5.0215648055509945,-7.88183261570625,5.501161967493299
policy,117,1,4,False,-4.402640681013786,-4.974337620700812,-7.922868487904452,5.5028710823521365
policy,118,1,4,False,-4.421949320916454,-4.922711454092182,-7.913906624076345,5.5053984985955715
policy,119,1,4,False,-4.450110163067992,-4.883244409959861,-7.901908061056032,5.510795121083099
policy,120,1,4,False,-4.466014191818825,-4.863501343943955,-7.902369099494809,5.510451259861966
terminal_settle,121,1,4,False,-4.483321593075784,-4.862280828771572,-7.901320692568579,5.511782253070564
terminal_settle,122,1,4,False,-4.4909186493213,-4.870221035795044,-7.906004979913156,5.5137703219357554
terminal_settle,123,1,4,False,-4.5040234835594735,-4.869132765625503,-7.906539891251059,5.515955536328416
terminal_settle,124,1,4,False,-4.509550270488914,-4.862313712532151,-7.914478915812534,5.518681540592251
terminal_settle,125,1,4,False,-4.521818424977349,-4.851881109429009,-7.920484325064427,5.519543199021452
terminal_settle,126,1,4,False,-4.529156723299559,-4.838406274382077,-7.921332128510112,5.521418173855544
terminal_settle,127,1,4,False,-4.543758834953094,-4.825148854538215,-7.910605281974094,5.524497308873862
terminal_settle,128,1,4,False,-4.549317977618118,-4.812720836392785,-7.895414800282083,5.522564726545216
terminal_settle,129,1,4,False,-4.5609109458077075,-4.81193345664299,-7.884436436391523,5.528026133304273
terminal_settle,130,1,4,False,-4.567057086898531,-4.8092814575200435,-7.8797269691642295,5.5268084020669725
terminal_settle,131,1,4,False,-4.575683128443986,-4.8053400810079765,-7.872626199443523,5.529920065117025
terminal_settle,132,1,4,False,-4.578600349801238,-4.797267814237065,-7.865598008724788,5.531870442205101
terminal_settle,133,1,4,False,-4.588403278072235,-4.779125694467579,-7.84193016544965,5.532824618207005
terminal_settle,134,1,4,False,-4.597905310701723,-4.759771135825906,-7.825566500629442,5.535603878505832
terminal_settle,135,1,4,False,-4.610393964929257,-4.742338433195762,-7.811309391276138,5.541986567229635
terminal_settle,136,1,4,False,-4.614607337063237,-4.725176970696994,-7.798842232968992,5.542824778124789
terminal_settle,137,1,4,False,-4.622288180998233,-4.703995557156963,-7.78213221936295,5.54369722985637
terminal_settle,138,1,4,False,-4.632273213049302,-4.687689685938032,-7.766710758342546,5.547494691292158
terminal_settle,139,1,4,False,-4.638700646762501,-4.6598239703908675,-7.751265762630666,5.5500632249808355
terminal_settle,140,1,4,False,-4.648895485066243,-4.635783929996078,-7.738711350490542,5.552765923573428
terminal_settle,141,1,4,False,-4.656296233954706,-4.606429799893924,-7.7220653467417435,5.557308420891523
terminal_settle,142,1,4,False,-4.66740498026777,-4.569577729525445,-7.699059074004378,5.5615772617300046
terminal_settle,143,1,4,False,-4.679110638573784,-4.519967793700319,-7.667259217362602,5.565417688932129
terminal_settle,144,1,4,False,-4.690113281364399,-4.446366138617506,-7.6113418111609406,5.566059006268109
terminal_settle,145,1,4,False,-4.69564926890695,-4.3790983227761515,-7.571974412970377,5.572426209194944
terminal_settle,146,1,4,False,-4.699302651591664,-4.285102273120874,-7.5165664303362565,5.576119222808089
terminal_settle,147,1,4,False,-4.7013800450390555,-4.201144005109223,-7.452429519604337,5.576091044654838
terminal_settle,148,1,4,False,-4.710241235514017,-4.088403298343419,-7.380050939197066,5.578176885516697
terminal_settle,149,1,4,False,-4.720102630864874,-3.9304897405086123,-7.255431871538173,5.583192224273841
terminal_settle,150,1,4,False,-4.723325909792287,-3.8433086020709357,-7.182794900326503,5.582576891569836
terminal_settle,151,1,4,False,-4.72924154388231,-3.7969367114675805,-7.130342837198764,5.585264243935622
terminal_settle,152,1,4,False,-4.73255964204683,-3.737507698296799,-7.08264478240052,5.5850233379767715
terminal_settle,153,1,4,False,-4.740409002919112,-3.714059105444674,-7.055245197598991,5.589114756578102
terminal_settle,154,1,4,False,-4.743676608899554,-3.690194997892629,-7.022499321439453,5.584380436274735
terminal_settle,155,1,4,False,-4.750752445860874,-3.6479058451423434,-6.962378635038801,5.59451349768597
terminal_settle,156,1,4,False,-4.7510838264294115,-3.5684185990986865,-6.870187474645277,5.589764042453755
terminal_settle,157,1,4,False,-4.758592492962261,-3.53495943522967,-6.830608584119773,5.599063110663941
terminal_settle,158,1,4,False,-4.7595370872228315,-3.4693447881694865,-6.767272269930505,5.600096604026341
terminal_settle,159,1,4,False,-4.766421244686963,-3.3275888440543593,-6.646945939818895,5.602670451559295
terminal_settle,160,1,4,False,-4.767324520398141,-3.2405947319901287,-6.597377924540311,5.59996341863037
terminal_settle,161,1,4,False,-4.7761597827181745,-3.2135500323421855,-6.570069665631953,5.604163326138
terminal_settle,162,1,4,False,-4.778677400953432,-3.1293808784272628,-6.463223217422639,5.602491127463125
terminal_settle,163,1,4,False,-4.785731304771248,-3.086835956500396,-6.408025072497434,5.608574943258457
terminal_settle,164,1,4,False,-4.786572841249628,-3.0771068801481967,-6.405550876456587,5.604998536572708
terminal_settle,165,1,4,False,-4.793446992799186,-3.0711903857409,-6.399662953727079,5.615249924195819
terminal_settle,166,1,4,False,-4.7941190164016145,-3.064947429269667,-6.39241850839147,5.612686581864036
terminal_settle,167,1,4,False,-4.800474042088945,-3.0610124108733263,-6.381585422259562,5.617096838312058
terminal_settle,168,1,4,False,-4.802797389748745,-3.0506953046683076,-6.367481254514248,5.612489336716127
terminal_settle,169,1,4,False,-4.809405527117018,-3.042723200019445,-6.350595012868014,5.618275537235512
terminal_settle,170,1,4,False,-4.813043559760828,-3.0386166993658765,-6.345655982219844,5.618928888233619
terminal_settle,171,1,4,False,-4.8159902122258345,-3.0287201903976104,-6.333026471323757,5.621686060491076
terminal_settle,172,1,4,False,-4.817736450294847,-3.024811863251548,-6.330819102647872,5.622844767221977
terminal_settle,173,1,4,False,-4.824439005319899,-3.0459354578481648,-6.36193432114308,5.627557748990707
terminal_settle,174,1,4,False,-4.8280891347424735,-3.0335852104936993,-6.345147551745198,5.6267139355639095
terminal_settle,175,1,4,False,-4.83266088788227,-3.0167084770385415,-6.32111987906193,5.631094843404451
terminal_settle,176,1,4,False,-4.836022573559781,-3.0038885193465497,-6.309638283871518,5.631499050357245
terminal_settle,177,1,4,False,-4.836432947644818,-3.00046406670314,-6.307046130127471,5.632836093315454
terminal_settle,178,1,4,False,-4.8399652270489035,-2.9887425231810436,-6.295691069928557,5.635114737169065
terminal_settle,179,1,4,False,-4.842013931427113,-2.9770615188099825,-6.28287956510912,5.63551257043693
terminal_settle,180,1,4,False,-4.847346212389187,-2.9760988583426933,-6.2836039631604645,5.639578128858826
