controller,boundary_action,phase,global_step,conditions_passed,conditions_total,geometric_success
cached_h50,10,terminal_settle,,4,4,True
cached_h50,10,terminal_settle,,4,4,True
cached_h50,10,terminal_settle,,4,4,True
cached_h50,10,terminal_settle,,4,4,True
cached_h50,10,terminal_settle,,4,4,True
cached_h50,10,terminal_settle,,4,4,True
cached_h50,10,terminal_settle,,4,4,True
cached_h50,10,terminal_settle,,4,4,True
cached_h50,10,terminal_settle,,4,4,True
cached_h50,10,terminal_settle,,4,4,True
cached_h50,10,terminal_settle,,4,4,True
cached_h50,10,terminal_settle,,4,4,True
cached_h50,10,terminal_settle,,4,4,True
cached_h50,10,terminal_settle,,4,4,True
cached_h50,10,terminal_settle,,4,4,True
cached_h50,10,terminal_settle,,4,4,True
cached_h50,10,terminal_settle,,4,4,True
cached_h50,10,terminal_settle,,4,4,True
cached_h50,10,terminal_settle,,4,4,True
cached_h50,10,terminal_settle,,4,4,True
cached_h50,10,terminal_settle,,4,4,True
cached_h50,10,terminal_settle,,4,4,True
cached_h50,10,terminal_settle,,4,4,True
cached_h50,10,terminal_settle,,4,4,True
cached_h50,10,terminal_settle,,4,4,True
cached_h50,10,terminal_settle,,4,4,True
cached_h50,10,terminal_settle,,4,4,True
baseline_fresh_h10,10,branch,11,2,4,False
baseline_fresh_h10,10,branch,12,2,4,False
baseline_fresh_h10,10,branch,13,2,4,False
baseline_fresh_h10,10,branch,14,2,4,False
baseline_fresh_h10,10,branch,15,2,4,False
baseline_fresh_h10,10,branch,16,2,4,False
baseline_fresh_h10,10,branch,17,2,4,False
baseline_fresh_h10,10,branch,18,2,4,False
baseline_fresh_h10,10,branch,19,2,4,False
baseline_fresh_h10,10,branch,20,2,4,False
baseline_fresh_h10,10,branch,21,2,4,False
baseline_fresh_h10,10,branch,22,2,4,False
baseline_fresh_h10,10,branch,23,2,4,False
baseline_fresh_h10,10,branch,24,2,4,False
baseline_fresh_h10,10,branch,25,2,4,False
baseline_fresh_h10,10,branch,26,2,4,False
baseline_fresh_h10,10,branch,27,2,4,False
baseline_fresh_h10,10,branch,28,2,4,False
baseline_fresh_h10,10,branch,29,2,4,False
baseline_fresh_h10,10,branch,30,2,4,False
baseline_fresh_h10,10,branch,31,2,4,False
baseline_fresh_h10,10,branch,32,2,4,False
baseline_fresh_h10,10,branch,33,2,4,False
baseline_fresh_h10,10,branch,34,2,4,False
baseline_fresh_h10,10,branch,35,2,4,False
baseline_fresh_h10,10,branch,36,2,4,False
baseline_fresh_h10,10,branch,37,2,4,False
baseline_fresh_h10,10,branch,38,2,4,False
baseline_fresh_h10,10,branch,39,2,4,False
baseline_fresh_h10,10,branch,40,2,4,False
baseline_fresh_h10,10,branch,41,2,4,False
baseline_fresh_h10,10,branch,42,2,4,False
baseline_fresh_h10,10,branch,43,2,4,False
baseline_fresh_h10,10,branch,44,2,4,False
baseline_fresh_h10,10,branch,45,2,4,False
baseline_fresh_h10,10,branch,46,2,4,False
baseline_fresh_h10,10,branch,47,2,4,False
baseline_fresh_h10,10,branch,48,2,4,False
baseline_fresh_h10,10,branch,49,2,4,False
baseline_fresh_h10,10,branch,50,2,4,False
baseline_fresh_h10,10,branch,51,2,4,False
baseline_fresh_h10,10,branch,52,2,4,False
baseline_fresh_h10,10,branch,53,2,4,False
baseline_fresh_h10,10,branch,54,2,4,False
baseline_fresh_h10,10,branch,55,2,4,False
baseline_fresh_h10,10,branch,56,2,4,False
baseline_fresh_h10,10,branch,57,2,4,False
baseline_fresh_h10,10,branch,58,2,4,False
baseline_fresh_h10,10,branch,59,2,4,False
baseline_fresh_h10,10,branch,60,2,4,False
baseline_fresh_h10,10,branch,61,2,4,False
baseline_fresh_h10,10,branch,62,2,4,False
baseline_fresh_h10,10,branch,63,2,4,False
baseline_fresh_h10,10,branch,64,2,4,False
baseline_fresh_h10,10,branch,65,2,4,False
baseline_fresh_h10,10,branch,66,2,4,False
baseline_fresh_h10,10,branch,67,2,4,False
baseline_fresh_h10,10,branch,68,2,4,False
baseline_fresh_h10,10,branch,69,2,4,False
baseline_fresh_h10,10,branch,70,2,4,False
baseline_fresh_h10,10,branch,71,2,4,False
baseline_fresh_h10,10,branch,72,2,4,False
baseline_fresh_h10,10,branch,73,2,4,False
baseline_fresh_h10,10,branch,74,2,4,False
baseline_fresh_h10,10,branch,75,2,4,False
baseline_fresh_h10,10,branch,76,2,4,False
baseline_fresh_h10,10,branch,77,2,4,False
baseline_fresh_h10,10,branch,78,2,4,False
baseline_fresh_h10,10,branch,79,2,4,False
baseline_fresh_h10,10,branch,80,2,4,False
baseline_fresh_h10,10,branch,81,2,4,False
baseline_fresh_h10,10,branch,82,2,4,False
baseline_fresh_h10,10,branch,83,2,4,False
baseline_fresh_h10,10,branch,84,2,4,False
baseline_fresh_h10,10,branch,85,2,4,False
baseline_fresh_h10,10,branch,86,2,4,False
baseline_fresh_h10,10,branch,87,2,4,False
baseline_fresh_h10,10,branch,88,2,4,False
baseline_fresh_h10,10,branch,89,2,4,False
baseline_fresh_h10,10,branch,90,2,4,False
baseline_fresh_h10,10,branch,91,2,4,False
baseline_fresh_h10,10,branch,92,2,4,False
baseline_fresh_h10,10,branch,93,2,4,False
baseline_fresh_h10,10,branch,94,2,4,False
baseline_fresh_h10,10,branch,95,2,4,False
baseline_fresh_h10,10,branch,96,2,4,False
baseline_fresh_h10,10,branch,97,2,4,False
baseline_fresh_h10,10,branch,98,2,4,False
baseline_fresh_h10,10,branch,99,2,4,False
baseline_fresh_h10,10,branch,100,2,4,False
baseline_fresh_h10,10,branch,101,2,4,False
baseline_fresh_h10,10,branch,102,2,4,False
baseline_fresh_h10,10,branch,103,2,4,False
baseline_fresh_h10,10,branch,104,2,4,False
baseline_fresh_h10,10,branch,105,2,4,False
baseline_fresh_h10,10,branch,106,2,4,False
baseline_fresh_h10,10,branch,107,2,4,False
baseline_fresh_h10,10,branch,108,2,4,False
baseline_fresh_h10,10,branch,109,2,4,False
baseline_fresh_h10,10,branch,110,2,4,False
baseline_fresh_h10,10,branch,111,2,4,False
baseline_fresh_h10,10,branch,112,2,4,False
baseline_fresh_h10,10,branch,113,2,4,False
baseline_fresh_h10,10,branch,114,2,4,False
baseline_fresh_h10,10,branch,115,2,4,False
baseline_fresh_h10,10,branch,116,2,4,False
baseline_fresh_h10,10,branch,117,2,4,False
baseline_fresh_h10,10,branch,118,2,4,False
baseline_fresh_h10,10,branch,119,2,4,False
baseline_fresh_h10,10,branch,120,2,4,False
baseline_fresh_h10,10,branch,121,2,4,False
baseline_fresh_h10,10,branch,122,2,4,False
baseline_fresh_h10,10,branch,123,2,4,False
baseline_fresh_h10,10,branch,124,2,4,False
baseline_fresh_h10,10,branch,125,2,4,False
baseline_fresh_h10,10,branch,126,2,4,False
baseline_fresh_h10,10,branch,127,2,4,False
baseline_fresh_h10,10,branch,128,2,4,False
baseline_fresh_h10,10,branch,129,2,4,False
baseline_fresh_h10,10,branch,130,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
baseline_fresh_h10,10,terminal_settle,,2,4,False
boundary_only_300,10,branch,11,2,4,False
boundary_only_300,10,branch,12,2,4,False
boundary_only_300,10,branch,13,2,4,False
boundary_only_300,10,branch,14,2,4,False
boundary_only_300,10,branch,15,2,4,False
boundary_only_300,10,branch,16,2,4,False
boundary_only_300,10,branch,17,2,4,False
boundary_only_300,10,branch,18,2,4,False
boundary_only_300,10,branch,19,2,4,False
boundary_only_300,10,branch,20,2,4,False
boundary_only_300,10,branch,21,2,4,False
boundary_only_300,10,branch,22,2,4,False
boundary_only_300,10,branch,23,2,4,False
boundary_only_300,10,branch,24,2,4,False
boundary_only_300,10,branch,25,2,4,False
boundary_only_300,10,branch,26,2,4,False
boundary_only_300,10,branch,27,2,4,False
boundary_only_300,10,branch,28,2,4,False
boundary_only_300,10,branch,29,2,4,False
boundary_only_300,10,branch,30,2,4,False
boundary_only_300,10,branch,31,2,4,False
boundary_only_300,10,branch,32,2,4,False
boundary_only_300,10,branch,33,2,4,False
boundary_only_300,10,branch,34,2,4,False
boundary_only_300,10,branch,35,2,4,False
boundary_only_300,10,branch,36,2,4,False
boundary_only_300,10,branch,37,2,4,False
boundary_only_300,10,branch,38,2,4,False
boundary_only_300,10,branch,39,2,4,False
boundary_only_300,10,branch,40,2,4,False
boundary_only_300,10,branch,41,2,4,False
boundary_only_300,10,branch,42,2,4,False
boundary_only_300,10,branch,43,2,4,False
boundary_only_300,10,branch,44,2,4,False
boundary_only_300,10,branch,45,2,4,False
boundary_only_300,10,branch,46,2,4,False
boundary_only_300,10,branch,47,2,4,False
boundary_only_300,10,branch,48,2,4,False
boundary_only_300,10,branch,49,2,4,False
boundary_only_300,10,branch,50,2,4,False
boundary_only_300,10,branch,51,2,4,False
boundary_only_300,10,branch,52,2,4,False
boundary_only_300,10,branch,53,2,4,False
boundary_only_300,10,branch,54,2,4,False
boundary_only_300,10,branch,55,2,4,False
boundary_only_300,10,branch,56,2,4,False
boundary_only_300,10,branch,57,2,4,False
boundary_only_300,10,branch,58,2,4,False
boundary_only_300,10,branch,59,2,4,False
boundary_only_300,10,branch,60,2,4,False
boundary_only_300,10,branch,61,2,4,False
boundary_only_300,10,branch,62,2,4,False
boundary_only_300,10,branch,63,2,4,False
boundary_only_300,10,branch,64,2,4,False
boundary_only_300,10,branch,65,2,4,False
boundary_only_300,10,branch,66,2,4,False
boundary_only_300,10,branch,67,2,4,False
boundary_only_300,10,branch,68,2,4,False
boundary_only_300,10,branch,69,2,4,False
boundary_only_300,10,branch,70,2,4,False
boundary_only_300,10,branch,71,2,4,False
boundary_only_300,10,branch,72,2,4,False
boundary_only_300,10,branch,73,2,4,False
boundary_only_300,10,branch,74,2,4,False
boundary_only_300,10,branch,75,2,4,False
boundary_only_300,10,branch,76,2,4,False
boundary_only_300,10,branch,77,2,4,False
boundary_only_300,10,branch,78,2,4,False
boundary_only_300,10,branch,79,2,4,False
boundary_only_300,10,branch,80,2,4,False
boundary_only_300,10,branch,81,2,4,False
boundary_only_300,10,branch,82,2,4,False
boundary_only_300,10,branch,83,2,4,False
boundary_only_300,10,branch,84,2,4,False
boundary_only_300,10,branch,85,2,4,False
boundary_only_300,10,branch,86,2,4,False
boundary_only_300,10,branch,87,2,4,False
boundary_only_300,10,branch,88,2,4,False
boundary_only_300,10,branch,89,2,4,False
boundary_only_300,10,branch,90,2,4,False
boundary_only_300,10,branch,91,2,4,False
boundary_only_300,10,branch,92,2,4,False
boundary_only_300,10,branch,93,2,4,False
boundary_only_300,10,branch,94,2,4,False
boundary_only_300,10,branch,95,2,4,False
boundary_only_300,10,branch,96,2,4,False
boundary_only_300,10,branch,97,2,4,False
boundary_only_300,10,branch,98,2,4,False
boundary_only_300,10,branch,99,2,4,False
boundary_only_300,10,branch,100,2,4,False
boundary_only_300,10,branch,101,2,4,False
boundary_only_300,10,branch,102,2,4,False
boundary_only_300,10,branch,103,2,4,False
boundary_only_300,10,branch,104,2,4,False
boundary_only_300,10,branch,105,2,4,False
boundary_only_300,10,branch,106,2,4,False
boundary_only_300,10,branch,107,2,4,False
boundary_only_300,10,branch,108,2,4,False
boundary_only_300,10,branch,109,2,4,False
boundary_only_300,10,branch,110,2,4,False
boundary_only_300,10,branch,111,2,4,False
boundary_only_300,10,branch,112,2,4,False
boundary_only_300,10,branch,113,2,4,False
boundary_only_300,10,branch,114,2,4,False
boundary_only_300,10,branch,115,2,4,False
boundary_only_300,10,branch,116,2,4,False
boundary_only_300,10,branch,117,2,4,False
boundary_only_300,10,branch,118,2,4,False
boundary_only_300,10,branch,119,2,4,False
boundary_only_300,10,branch,120,2,4,False
boundary_only_300,10,branch,121,2,4,False
boundary_only_300,10,branch,122,2,4,False
boundary_only_300,10,branch,123,2,4,False
boundary_only_300,10,branch,124,2,4,False
boundary_only_300,10,branch,125,2,4,False
boundary_only_300,10,branch,126,2,4,False
boundary_only_300,10,branch,127,2,4,False
boundary_only_300,10,branch,128,2,4,False
boundary_only_300,10,branch,129,2,4,False
boundary_only_300,10,branch,130,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
boundary_only_300,10,terminal_settle,,2,4,False
mixed_step_000300,10,branch,11,2,4,False
mixed_step_000300,10,branch,12,2,4,False
mixed_step_000300,10,branch,13,2,4,False
mixed_step_000300,10,branch,14,2,4,False
mixed_step_000300,10,branch,15,2,4,False
mixed_step_000300,10,branch,16,2,4,False
mixed_step_000300,10,branch,17,2,4,False
mixed_step_000300,10,branch,18,2,4,False
mixed_step_000300,10,branch,19,2,4,False
mixed_step_000300,10,branch,20,2,4,False
mixed_step_000300,10,branch,21,2,4,False
mixed_step_000300,10,branch,22,2,4,False
mixed_step_000300,10,branch,23,2,4,False
mixed_step_000300,10,branch,24,2,4,False
mixed_step_000300,10,branch,25,2,4,False
mixed_step_000300,10,branch,26,2,4,False
mixed_step_000300,10,branch,27,2,4,False
mixed_step_000300,10,branch,28,2,4,False
mixed_step_000300,10,branch,29,2,4,False
mixed_step_000300,10,branch,30,2,4,False
mixed_step_000300,10,branch,31,2,4,False
mixed_step_000300,10,branch,32,2,4,False
mixed_step_000300,10,branch,33,2,4,False
mixed_step_000300,10,branch,34,2,4,False
mixed_step_000300,10,branch,35,2,4,False
mixed_step_000300,10,branch,36,2,4,False
mixed_step_000300,10,branch,37,2,4,False
mixed_step_000300,10,branch,38,2,4,False
mixed_step_000300,10,branch,39,2,4,False
mixed_step_000300,10,branch,40,2,4,False
mixed_step_000300,10,branch,41,2,4,False
mixed_step_000300,10,branch,42,2,4,False
mixed_step_000300,10,branch,43,2,4,False
mixed_step_000300,10,branch,44,2,4,False
mixed_step_000300,10,branch,45,2,4,False
mixed_step_000300,10,branch,46,2,4,False
mixed_step_000300,10,branch,47,2,4,False
mixed_step_000300,10,branch,48,2,4,False
mixed_step_000300,10,branch,49,2,4,False
mixed_step_000300,10,branch,50,2,4,False
mixed_step_000300,10,branch,51,2,4,False
mixed_step_000300,10,branch,52,2,4,False
mixed_step_000300,10,branch,53,2,4,False
mixed_step_000300,10,branch,54,2,4,False
mixed_step_000300,10,branch,55,2,4,False
mixed_step_000300,10,branch,56,2,4,False
mixed_step_000300,10,branch,57,2,4,False
mixed_step_000300,10,branch,58,2,4,False
mixed_step_000300,10,branch,59,2,4,False
mixed_step_000300,10,branch,60,2,4,False
mixed_step_000300,10,branch,61,2,4,False
mixed_step_000300,10,branch,62,2,4,False
mixed_step_000300,10,branch,63,2,4,False
mixed_step_000300,10,branch,64,2,4,False
mixed_step_000300,10,branch,65,2,4,False
mixed_step_000300,10,branch,66,2,4,False
mixed_step_000300,10,branch,67,2,4,False
mixed_step_000300,10,branch,68,2,4,False
mixed_step_000300,10,branch,69,2,4,False
mixed_step_000300,10,branch,70,2,4,False
mixed_step_000300,10,branch,71,2,4,False
mixed_step_000300,10,branch,72,2,4,False
mixed_step_000300,10,branch,73,2,4,False
mixed_step_000300,10,branch,74,2,4,False
mixed_step_000300,10,branch,75,2,4,False
mixed_step_000300,10,branch,76,2,4,False
mixed_step_000300,10,branch,77,2,4,False
mixed_step_000300,10,branch,78,2,4,False
mixed_step_000300,10,branch,79,2,4,False
mixed_step_000300,10,branch,80,2,4,False
mixed_step_000300,10,branch,81,2,4,False
mixed_step_000300,10,branch,82,2,4,False
mixed_step_000300,10,branch,83,2,4,False
mixed_step_000300,10,branch,84,2,4,False
mixed_step_000300,10,branch,85,2,4,False
mixed_step_000300,10,branch,86,2,4,False
mixed_step_000300,10,branch,87,2,4,False
mixed_step_000300,10,branch,88,2,4,False
mixed_step_000300,10,branch,89,2,4,False
mixed_step_000300,10,branch,90,2,4,False
mixed_step_000300,10,branch,91,2,4,False
mixed_step_000300,10,branch,92,2,4,False
mixed_step_000300,10,branch,93,2,4,False
mixed_step_000300,10,branch,94,2,4,False
mixed_step_000300,10,branch,95,2,4,False
mixed_step_000300,10,branch,96,2,4,False
mixed_step_000300,10,branch,97,2,4,False
mixed_step_000300,10,branch,98,2,4,False
mixed_step_000300,10,branch,99,2,4,False
mixed_step_000300,10,branch,100,2,4,False
mixed_step_000300,10,branch,101,2,4,False
mixed_step_000300,10,branch,102,2,4,False
mixed_step_000300,10,branch,103,2,4,False
mixed_step_000300,10,branch,104,2,4,False
mixed_step_000300,10,branch,105,2,4,False
mixed_step_000300,10,branch,106,2,4,False
mixed_step_000300,10,branch,107,2,4,False
mixed_step_000300,10,branch,108,2,4,False
mixed_step_000300,10,branch,109,2,4,False
mixed_step_000300,10,branch,110,2,4,False
mixed_step_000300,10,branch,111,2,4,False
mixed_step_000300,10,branch,112,2,4,False
mixed_step_000300,10,branch,113,2,4,False
mixed_step_000300,10,branch,114,2,4,False
mixed_step_000300,10,branch,115,2,4,False
mixed_step_000300,10,branch,116,2,4,False
mixed_step_000300,10,branch,117,2,4,False
mixed_step_000300,10,branch,118,2,4,False
mixed_step_000300,10,branch,119,2,4,False
mixed_step_000300,10,branch,120,2,4,False
mixed_step_000300,10,branch,121,2,4,False
mixed_step_000300,10,branch,122,2,4,False
mixed_step_000300,10,branch,123,2,4,False
mixed_step_000300,10,branch,124,2,4,False
mixed_step_000300,10,branch,125,2,4,False
mixed_step_000300,10,branch,126,2,4,False
mixed_step_000300,10,branch,127,2,4,False
mixed_step_000300,10,branch,128,2,4,False
mixed_step_000300,10,branch,129,2,4,False
mixed_step_000300,10,branch,130,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
mixed_step_000300,10,terminal_settle,,2,4,False
