checkpoint,boundary_action,action_index,joint,delta_from_cached_h50_rad,abs_delta_rad
step_000025,5,10,5,0.006933808326721191,0.006933808326721191
step_000025,5,10,6,0.06949639320373535,0.06949639320373535
step_000025,5,10,7,0.03887784481048584,0.03887784481048584
step_000025,5,10,8,-0.15005898475646973,0.15005898475646973
step_000025,5,10,9,0.06945586204528809,0.06945586204528809
step_000025,5,10,10,0.12495192885398865,0.12495192885398865
step_000025,5,10,11,0.005199074745178223,0.005199074745178223
step_000025,10,1,0,-0.010220229625701904,0.010220229625701904
step_000025,10,1,1,-0.021721601486206055,0.021721601486206055
step_000025,10,1,2,0.009721755981445312,0.009721755981445312
step_000025,10,1,3,0.03637361526489258,0.03637361526489258
step_000025,10,1,4,-0.08155262470245361,0.08155262470245361
step_000025,10,1,5,0.0073950886726379395,0.0073950886726379395
step_000025,10,1,6,0.05764812231063843,0.05764812231063843
step_000025,10,1,7,0.06132304668426514,0.06132304668426514
step_000025,10,1,8,-0.15443050861358643,0.15443050861358643
step_000025,10,1,9,0.0131150484085083,0.0131150484085083
step_000025,10,1,10,-0.050192683935165405,0.050192683935165405
step_000025,10,1,11,0.010996729135513306,0.010996729135513306
step_000025,10,2,0,-0.06071215867996216,0.06071215867996216
step_000025,10,2,1,-0.02257847785949707,0.02257847785949707
step_000025,10,2,2,0.019673585891723633,0.019673585891723633
step_000025,10,2,3,0.012785673141479492,0.012785673141479492
step_000025,10,2,4,-0.04777839779853821,0.04777839779853821
step_000025,10,2,5,0.01339632272720337,0.01339632272720337
step_000025,10,2,6,0.041389912366867065,0.041389912366867065
step_000025,10,2,7,0.0459895133972168,0.0459895133972168
step_000025,10,2,8,-0.0806128978729248,0.0806128978729248
step_000025,10,2,9,-0.016365647315979004,0.016365647315979004
step_000025,10,2,10,-0.02384832501411438,0.02384832501411438
step_000025,10,2,11,-0.0018301606178283691,0.0018301606178283691
step_000025,10,3,0,-0.06650561094284058,0.06650561094284058
step_000025,10,3,1,-0.015688657760620117,0.015688657760620117
step_000025,10,3,2,-0.01818525791168213,0.01818525791168213
step_000025,10,3,3,0.01849651336669922,0.01849651336669922
step_000025,10,3,4,-0.15765103697776794,0.15765103697776794
step_000025,10,3,5,0.009467467665672302,0.009467467665672302
step_000025,10,3,6,0.016981780529022217,0.016981780529022217
step_000025,10,3,7,-0.08652150630950928,0.08652150630950928
step_000025,10,3,8,-0.09511733055114746,0.09511733055114746
step_000025,10,3,9,0.07480001449584961,0.07480001449584961
step_000025,10,3,10,0.03816661238670349,0.03816661238670349
step_000025,10,3,11,-0.003988549113273621,0.003988549113273621
step_000025,10,4,0,-0.03294423222541809,0.03294423222541809
step_000025,10,4,1,0.19540631771087646,0.19540631771087646
step_000025,10,4,2,-0.1041412353515625,0.1041412353515625
step_000025,10,4,3,-0.009614229202270508,0.009614229202270508
step_000025,10,4,4,-0.20257845520973206,0.20257845520973206
step_000025,10,4,5,0.4562823921442032,0.4562823921442032
step_000025,10,4,6,0.05945482850074768,0.05945482850074768
step_000025,10,4,7,-0.0422595739364624,0.0422595739364624
step_000025,10,4,8,-0.10778868198394775,0.10778868198394775
step_000025,10,4,9,0.07243633270263672,0.07243633270263672
step_000025,10,4,10,0.05260598659515381,0.05260598659515381
step_000025,10,4,11,0.011789709329605103,0.011789709329605103
step_000025,10,5,0,-0.0540490448474884,0.0540490448474884
step_000025,10,5,1,0.09912943840026855,0.09912943840026855
step_000025,10,5,2,-0.05721580982208252,0.05721580982208252
step_000025,10,5,3,0.026883959770202637,0.026883959770202637
step_000025,10,5,4,-0.1847400665283203,0.1847400665283203
step_000025,10,5,5,0.12325022369623184,0.12325022369623184
step_000025,10,5,6,0.06443190574645996,0.06443190574645996
step_000025,10,5,7,-0.025234103202819824,0.025234103202819824
step_000025,10,5,8,-0.0696570873260498,0.0696570873260498
step_000025,10,5,9,0.06575942039489746,0.06575942039489746
step_000025,10,5,10,0.04529988765716553,0.04529988765716553
step_000025,10,5,11,0.0008040070533752441,0.0008040070533752441
step_000025,10,6,0,-0.014365702867507935,0.014365702867507935
step_000025,10,6,1,0.014333009719848633,0.014333009719848633
step_000025,10,6,2,-0.006411433219909668,0.006411433219909668
step_000025,10,6,3,0.017128348350524902,0.017128348350524902
step_000025,10,6,4,-0.07887813448905945,0.07887813448905945
step_000025,10,6,5,0.031854331493377686,0.031854331493377686
step_000025,10,6,6,0.05069050192832947,0.05069050192832947
step_000025,10,6,7,0.08639252185821533,0.08639252185821533
step_000025,10,6,8,-0.17028141021728516,0.17028141021728516
step_000025,10,6,9,0.10026466846466064,0.10026466846466064
step_000025,10,6,10,0.04814651608467102,0.04814651608467102
step_000025,10,6,11,0.007941856980323792,0.007941856980323792
step_000025,10,7,0,-0.02475060522556305,0.02475060522556305
step_000025,10,7,1,0.0062139034271240234,0.0062139034271240234
step_000025,10,7,2,0.0223085880279541,0.0223085880279541
step_000025,10,7,3,-0.012189269065856934,0.012189269065856934
step_000025,10,7,4,-0.12438201904296875,0.12438201904296875
step_000025,10,7,5,0.033969536423683167,0.033969536423683167
step_000025,10,7,6,0.04520618915557861,0.04520618915557861
step_000025,10,7,7,-0.0145188570022583,0.0145188570022583
step_000025,10,7,8,-0.1779489517211914,0.1779489517211914
step_000025,10,7,9,0.13248133659362793,0.13248133659362793
step_000025,10,7,10,0.0697580873966217,0.0697580873966217
step_000025,10,7,11,0.006794393062591553,0.006794393062591553
step_000025,10,8,0,-0.11548277735710144,0.11548277735710144
step_000025,10,8,1,0.2994070053100586,0.2994070053100586
step_000025,10,8,2,-0.12352681159973145,0.12352681159973145
step_000025,10,8,3,-0.036927103996276855,0.036927103996276855
step_000025,10,8,4,-0.4085799753665924,0.4085799753665924
step_000025,10,8,5,0.49493394792079926,0.49493394792079926
step_000025,10,8,6,0.10887828469276428,0.10887828469276428
step_000025,10,8,7,0.13372290134429932,0.13372290134429932
step_000025,10,8,8,-0.24277639389038086,0.24277639389038086
step_000025,10,8,9,0.22574102878570557,0.22574102878570557
step_000025,10,8,10,0.09483391046524048,0.09483391046524048
step_000025,10,8,11,0.023439958691596985,0.023439958691596985
step_000025,10,9,0,0.02339412271976471,0.02339412271976471
step_000025,10,9,1,0.42708146572113037,0.42708146572113037
step_000025,10,9,2,-0.19976627826690674,0.19976627826690674
step_000025,10,9,3,-0.04247391223907471,0.04247391223907471
step_000025,10,9,4,-0.37340158224105835,0.37340158224105835
step_000025,10,9,5,0.5508977472782135,0.5508977472782135
step_000025,10,9,6,0.07254162430763245,0.07254162430763245
step_000025,10,9,7,0.21975600719451904,0.21975600719451904
step_000025,10,9,8,-0.25752270221710205,0.25752270221710205
step_000025,10,9,9,0.0822075605392456,0.0822075605392456
step_000025,10,9,10,0.1173420250415802,0.1173420250415802
step_000025,10,9,11,0.054671794176101685,0.054671794176101685
step_000025,10,10,0,0.06891544163227081,0.06891544163227081
step_000025,10,10,1,0.3130040168762207,0.3130040168762207
step_000025,10,10,2,-0.18507754802703857,0.18507754802703857
step_000025,10,10,3,-0.018505215644836426,0.018505215644836426
step_000025,10,10,4,-0.2997641861438751,0.2997641861438751
step_000025,10,10,5,0.43753285706043243,0.43753285706043243
step_000025,10,10,6,0.006780445575714111,0.006780445575714111
step_000025,10,10,7,0.1730341911315918,0.1730341911315918
step_000025,10,10,8,-0.2389909029006958,0.2389909029006958
step_000025,10,10,9,0.10074746608734131,0.10074746608734131
step_000025,10,10,10,0.06449487805366516,0.06449487805366516
step_000025,10,10,11,0.001528128981590271,0.001528128981590271
step_000050,5,1,0,0.10251769423484802,0.10251769423484802
step_000050,5,1,1,-0.04484355449676514,0.04484355449676514
step_000050,5,1,2,-0.03144121170043945,0.03144121170043945
step_000050,5,1,3,-0.017490506172180176,0.017490506172180176
step_000050,5,1,4,-0.06969127058982849,0.06969127058982849
step_000050,5,1,5,-0.002826869487762451,0.002826869487762451
step_000050,5,1,6,0.07059475779533386,0.07059475779533386
step_000050,5,1,7,-0.06222105026245117,0.06222105026245117
step_000050,5,1,8,-0.14499568939208984,0.14499568939208984
step_000050,5,1,9,-0.025171875953674316,0.025171875953674316
step_000050,5,1,10,-0.04282161593437195,0.04282161593437195
step_000050,5,1,11,0.00967569649219513,0.00967569649219513
step_000050,5,2,0,0.05565375089645386,0.05565375089645386
step_000050,5,2,1,-0.03489208221435547,0.03489208221435547
step_000050,5,2,2,0.0051451921463012695,0.0051451921463012695
step_000050,5,2,3,-0.005647063255310059,0.005647063255310059
step_000050,5,2,4,-0.0030557215213775635,0.0030557215213775635
step_000050,5,2,5,-0.002055555582046509,0.002055555582046509
step_000050,5,2,6,0.023203924298286438,0.023203924298286438
step_000050,5,2,7,-0.009362339973449707,0.009362339973449707
step_000050,5,2,8,-0.06853330135345459,0.06853330135345459
step_000050,5,2,9,-0.04265785217285156,0.04265785217285156
