pose,boundary_action,execution_horizon,prefix_schedule,guidance_weight,inference_delay,cached_best_conditions,cached_geometric_success,same_rng_best_conditions,same_rng_geometric_success,rtc_best_conditions,rtc_geometric_success,rtc_previous_raw_length,rtc_first_action_l2_rad,rtc_first_action_max_abs_rad,rtc_first10_mean_abs_rad,rtc_first10_max_abs_rad,rtc_first10_action1_l2_rad,no_previous_raw_max_abs,no_previous_post_max_abs,no_previous_rng_equal,no_previous_simulator_stepped,immediate_restore_joint_rms_rad,immediate_restore_cloth_rms_m,slurm_job
3,5,10,EXP,10.0,0,4,True,3,False,2,False,45,0.04141409809946127,0.022842884063720703,0.027027188117305437,0.18035975098609924,0.04141409809946127,0.0,0.0,True,False,0.0,0.0,21396459
3,10,10,EXP,10.0,0,4,True,3,False,3,False,40,0.034203745692352516,0.019660472869873047,0.05917819092671076,0.5149633288383484,0.034203745692352516,0.0,0.0,True,False,0.0,0.0,21396459
